chr,start,mappability,gc_content,end,LL_RS2L_G1_1,LL_RS2L_G1_2,LL_RS2L_G1_3
chr1,3500000,0.978837,0.63095,3520000,1040,1063,4
chr1,3520000,1,0.62405,3540000,976,1093,5
chr1,3540000,0.99795,0.6439,3560000,1115,1163,26
chr1,3560000,0.897562,0.63855,3580000,914,924,2
chr1,3580000,1,0.62165,3600000,949,1088,12
chr1,3600000,0.996892,0.6259,3620000,1030,1033,3
chr1,3620000,0.9945,0.62395,3640000,943,1146,13
chr1,3640000,1,0.62785,3660000,1051,1120,2
chr1,3660000,1,0.62795,3680000,977,1035,6
chr1,3680000,0.9947,0.61695,3700000,1002,984,4
chr1,3700000,0.978108,0.63685,3720000,1028,1055,27
chr1,3720000,1,0.65265,3740000,1173,1150,4
chr1,3740000,0.900246,0.61805,3760000,895,943,4
chr1,3760000,0.835933,0.6006,3780000,610,670,4
chr1,3780000,0.892508,0.61695,3800000,655,785,39
chr1,3800000,0.993467,0.6049,3820000,878,934,10
chr1,3820000,0.998825,0.6259,3840000,1060,1046,18
chr1,3840000,1,0.62365,3860000,983,1063,6
chr1,3860000,1,0.63295,3880000,1025,1076,5
chr1,3880000,0.979492,0.629,3900000,962,918,5
chr1,3900000,0.988925,0.6635,3920000,1160,1201,8
chr1,3920000,0.99935,0.61745,3940000,1113,1379,229
chr1,3940000,0.997425,0.62765,3960000,1100,1169,68
chr1,3960000,1,0.6364,3980000,1036,1060,9
chr1,3980000,0.99575,0.63815,4000000,1222,1278,115
chr1,4000000,1,0.6186,4020000,929,983,3
chr1,4020000,1,0.6601,4040000,1238,1236,6
chr1,4040000,0.988357,0.61085,4060000,924,934,17
chr1,4060000,0.951892,0.61525,4080000,955,965,33
chr1,4080000,0.991475,0.6181,4100000,1116,1197,82
chr1,4100000,0.986075,0.61615,4120000,877,961,9
chr1,4120000,1,0.65195,4140000,1168,1184,15
chr1,4140000,0.998625,0.66275,4160000,1105,1094,6
chr1,4160000,1,0.6235,4180000,875,962,7
chr1,4180000,0.996029,0.6501,4200000,1125,1163,6
chr1,4200000,0.9875,0.63275,4220000,1057,1197,47
chr1,4220000,1,0.6411,4240000,1060,1181,6
chr1,4240000,1,0.63805,4260000,1053,1073,6
chr1,4260000,0.994725,0.6628,4280000,1128,1105,3
chr1,4280000,0.953049,0.63665,4300000,1571,1498,534
chr1,4300000,1,0.661,4320000,1199,1108,12
chr1,4320000,1,0.63975,4340000,930,986,12
chr1,4340000,0.9997,0.62545,4360000,927,994,9
chr1,4360000,0.9993,0.63305,4380000,1318,1288,261
chr1,4380000,0.869112,0.62865,4400000,822,896,2
chr1,4400000,0.99735,0.6252,4420000,964,1022,7
chr1,4420000,1,0.60955,4440000,861,887,47
chr1,4440000,1,0.62205,4460000,924,997,4
chr1,4460000,0.843112,0.63335,4480000,858,799,9
chr1,4480000,0.928511,0.60955,4500000,882,880,5
chr1,4500000,0.994725,0.63995,4520000,1112,1075,7
chr1,4520000,0.998542,0.65485,4540000,1153,1144,17
chr1,4540000,0.983675,0.6606,4560000,1165,1150,11
chr1,4560000,0.99075,0.6544,4580000,1119,1122,37
chr1,4580000,0.959946,0.6562,4600000,1087,1132,17
chr1,4600000,0.990699,0.6089,4620000,996,939,76
chr1,4620000,0.99,0.6183,4640000,927,1038,4
chr1,4640000,1,0.61605,4660000,953,979,4
chr1,4660000,0.961091,0.661,4680000,1101,1106,23
chr1,4680000,0.99475,0.6359,4700000,937,981,7
chr1,4700000,0.976028,0.65655,4720000,1209,1137,13
chr1,4720000,0.978427,0.67765,4740000,1192,1225,10
chr1,4740000,1,0.6329,4760000,1008,1085,2
chr1,4760000,0.99465,0.67825,4780000,1260,1282,0
chr1,4780000,0.965016,0.64685,4800000,1059,1070,4
chr1,4800000,1,0.6489,4820000,1062,1039,3
chr1,4820000,1,0.62915,4840000,1000,1068,9
chr1,4840000,0.997312,0.6099,4860000,862,934,15
chr1,4860000,0.9996,0.6546,4880000,1106,1149,8
chr1,4880000,0.960702,0.6503,4900000,1062,1074,33
chr1,4900000,1,0.64135,4920000,1047,1179,7
chr1,4920000,1,0.6404,4940000,1169,1243,2
chr1,4940000,0.9992,0.69535,4960000,1427,1310,3
chr1,4960000,0.995417,0.66165,4980000,1225,1247,14
chr1,4980000,0.971191,0.64345,5000000,1106,1206,18
chr1,5000000,1,0.652,5020000,1252,1246,18
chr1,5020000,1,0.65485,5040000,1069,1101,12
chr1,5040000,0.957717,0.609,5060000,915,977,233
chr1,5060000,0.987332,0.6475,5080000,1081,1183,34
chr1,5080000,0.989443,0.64835,5100000,1187,1207,28
chr1,5100000,0.9994,0.6601,5120000,1199,1172,11
chr1,5120000,0.9967,0.64985,5140000,1185,1204,21
chr1,5140000,0.988904,0.61555,5160000,836,867,5
chr1,5160000,1,0.63935,5180000,1057,1039,3
chr1,5180000,0.991773,0.6477,5200000,1075,1069,9
chr1,5200000,0.831256,0.63175,5220000,774,845,20
chr1,5220000,0.922939,0.69735,5240000,1260,1140,40
chr1,5240000,0.968097,0.64025,5260000,1000,1067,113
chr1,5260000,0.9711,0.63335,5280000,1050,1063,7
chr1,5280000,0.997225,0.62705,5300000,769,766,14
chr1,5300000,1,0.63265,5320000,972,1084,88
chr1,5320000,0.994704,0.63195,5340000,1031,1094,8
chr1,5340000,1,0.6241,5360000,935,1059,2
chr1,5360000,0.98175,0.6397,5380000,1118,1112,26
chr1,5380000,0.997683,0.6726,5400000,1469,1560,216
chr1,5400000,1,0.6193,5420000,1088,1173,20
chr1,5420000,0.898813,0.61635,5440000,817,911,25
chr1,5440000,0.961789,0.63825,5460000,997,1007,246
chr1,5460000,0.953878,0.6285,5480000,959,1049,1045
chr1,5480000,1,0.6279,5500000,972,1021,1041
chr1,5500000,0.993032,0.65035,5520000,1129,1149,1239
chr1,5520000,0.995425,0.70265,5540000,1469,1413,1598
chr1,5540000,0.84555,0.65275,5560000,852,890,921
chr1,5560000,0.627783,0.63645,5580000,373,338,406
chr1,5580000,1,0.6501,5600000,1283,1441,1289
chr1,5600000,0.993229,0.68465,5620000,1358,1246,1450
chr1,5620000,0.94298,0.66785,5640000,1175,1077,1226
chr1,5640000,0.98205,0.6521,5660000,1050,1025,1120
chr1,5660000,0.970646,0.63325,5680000,1101,1059,1176
chr1,5680000,0.870518,0.62255,5700000,792,814,881
chr1,5700000,0.949301,0.6875,5720000,1263,1184,1364
chr1,5720000,0.989039,0.64755,5740000,1231,1166,1297
chr1,5740000,0.972747,0.65825,5760000,1200,1232,1239
chr1,5760000,1,0.6558,5780000,1215,1235,1300
chr1,5780000,0.998325,0.62435,5800000,987,1094,1007
chr1,5800000,0.979275,0.63615,5820000,993,1057,1076
chr1,5820000,0.889134,0.6152,5840000,889,896,890
chr1,5840000,0.997358,0.65455,5860000,1233,1281,1306
chr1,5860000,0.991535,0.634,5880000,1045,1104,1007
chr1,5880000,0.956697,0.65565,5900000,1208,1167,1308
chr1,5900000,0.959192,0.6326,5920000,1081,1027,1058
chr1,5920000,0.956527,0.643,5940000,1036,1026,1115
chr1,5940000,0.879728,0.6278,5960000,958,964,942
chr1,5960000,0.976725,0.64405,5980000,1013,1113,1168
chr1,5980000,0.836233,0.6493,6000000,847,926,967
chr1,6000000,0.996286,0.6415,6020000,1103,1114,1120
chr1,6020000,0.980962,0.66945,6040000,1188,1188,1250
chr1,6040000,1,0.62985,6060000,1040,1117,1161
chr1,6060000,1,0.68025,6080000,1386,1323,1447
chr1,6080000,1,0.6265,6100000,1015,1131,1127
chr1,6100000,0.870362,0.6367,6120000,941,930,999
chr1,6120000,0.607317,0.6174,6140000,320,389,357
chr1,6140000,0.425458,0.6255,6160000,4,4,4
chr1,6160000,0.961375,0.63745,6180000,845,855,960
chr1,6180000,0.925575,0.6673,6200000,1150,1051,1293
chr1,6200000,0.998975,0.65025,6220000,1050,1081,1127
chr1,6220000,0.988604,0.6662,6240000,1270,1218,1378
chr1,6240000,0.965908,0.63305,6260000,1128,1138,1181
chr1,6260000,0.99885,0.65255,6280000,1201,1232,1236
chr1,6280000,0.990068,0.64235,6300000,1054,1062,1127
chr1,6300000,0.988525,0.62175,6320000,1035,1144,1011
chr1,6320000,1,0.6378,6340000,1132,1110,1151
chr1,6340000,1,0.6579,6360000,1278,1192,1337
chr1,6360000,0.753873,0.6134,6380000,637,607,649
chr1,6380000,0.856528,0.61115,6400000,1133,1138,1232
chr1,6400000,1,0.61605,6420000,913,983,982
chr1,6420000,1,0.624,6440000,1010,1105,1113
chr1,6440000,0.973265,0.6287,6460000,1088,1069,1149
chr1,6460000,0.994392,0.60095,6480000,916,941,979
chr1,6480000,1,0.594,6500000,848,928,862
chr1,6500000,1,0.60315,6520000,852,884,851
chr1,6520000,0.987457,0.6285,6540000,1068,1082,1124
chr1,6540000,0.997375,0.62675,6560000,1090,1147,1124
chr1,6560000,0.992608,0.6176,6580000,1131,1159,1163
chr1,6580000,0.989032,0.61345,6600000,937,1005,974
chr1,6600000,1,0.6517,6620000,1430,1346,1407
chr1,6620000,0.990508,0.66335,6640000,1106,1122,1229
chr1,6640000,0.990467,0.63675,6660000,1069,1142,1199
chr1,6660000,0.973352,0.60795,6680000,903,957,1034
chr1,6680000,0.998025,0.6406,6700000,1180,1078,1222
chr1,6700000,1,0.614,6720000,965,1092,971
chr1,6720000,0.997121,0.60935,6740000,1025,1078,1002
chr1,6740000,1,0.6167,6760000,964,1085,954
chr1,6760000,1,0.61485,6780000,940,1029,1042
chr1,6780000,0.9898,0.62415,6800000,919,1045,1035
chr1,6800000,0.9759,0.6397,6820000,1081,1009,1202
chr1,6820000,0.991037,0.595,6840000,1152,936,834
chr1,6840000,0.9999,0.62385,6860000,2027,1186,1085
chr1,6860000,0.970352,0.6271,6880000,1843,1021,1046
chr1,6880000,0.994852,0.6366,6900000,3171,1795,2323
chr1,6900000,0.920936,0.6307,6920000,1714,883,929
chr1,6920000,0.982179,0.6435,6940000,2179,1077,1130
chr1,6940000,0.9977,0.6427,6960000,2146,1116,1160
chr1,6960000,0.9974,0.67145,6980000,2658,1339,1368
chr1,6980000,0.941522,0.63695,7000000,1952,1039,1027
chr1,7000000,0.990553,0.61125,7020000,1875,978,936
chr1,7020000,0.995376,0.6266,7040000,1982,1092,1058
chr1,7040000,1,0.59875,7060000,1592,853,804
chr1,7060000,1,0.63945,7080000,2247,1200,1250
chr1,7080000,1,0.60085,7100000,1742,953,924
chr1,7100000,0.993621,0.62165,7120000,1952,1107,1080
chr1,7120000,1,0.62125,7140000,1966,1062,1074
chr1,7140000,0.994527,0.653,7160000,2100,1094,1117
chr1,7160000,0.966892,0.6353,7180000,2056,1022,1151
chr1,7180000,1,0.6482,7200000,2228,1074,1168
chr1,7200000,1,0.62195,7220000,1986,1107,1078
chr1,7220000,1,0.65205,7240000,2415,1244,1236
chr1,7240000,1,0.5953,7260000,1557,861,842
chr1,7260000,0.994076,0.6263,7280000,1934,978,1078
chr1,7280000,0.979521,0.6493,7300000,2209,1119,1148
chr1,7300000,0.991647,0.64515,7320000,2117,1135,1181
chr1,7320000,0.942739,0.6918,7340000,2974,1732,1998
chr1,7340000,0.995317,0.6222,7360000,1995,1066,1072
chr1,7360000,1,0.6139,7380000,1597,869,907
chr1,7380000,0.93938,0.62855,7400000,1812,930,974
chr1,7400000,1,0.6225,7420000,1694,965,967
chr1,7420000,0.986644,0.62295,7440000,1734,963,915
chr1,7440000,1,0.625,7460000,1933,1003,1036
chr1,7460000,0.998483,0.6398,7480000,2050,1032,1080
chr1,7480000,0.998625,0.6375,7500000,2031,1052,1093
chr1,7500000,0.998108,0.6489,7520000,2243,1163,1195
chr1,7520000,0.996875,0.60795,7540000,1747,993,912
chr1,7540000,0.995533,0.655,7560000,2197,1075,1123
chr1,7560000,0.9859,0.6283,7580000,2043,1093,1145
chr1,7580000,0.990067,0.64855,7600000,2215,1289,1222
chr1,7600000,0.99185,0.63715,7620000,2239,1105,1220
chr1,7620000,0.979665,0.63475,7640000,2017,1060,986
chr1,7640000,0.970319,0.6266,7660000,1934,996,1116
chr1,7660000,0.997046,0.61845,7680000,1855,993,981
chr1,7680000,0.965521,0.64085,7700000,2440,1301,1185
chr1,7700000,0.982807,0.61715,7720000,1974,1144,1118
chr1,7720000,1,0.64885,7740000,2285,1221,1237
chr1,7740000,0.988675,0.605,7760000,1812,1025,947
chr1,7760000,1,0.62595,7780000,2069,1107,1088
chr1,7780000,1,0.61705,7800000,1940,976,960
chr1,7800000,0.981952,0.62375,7820000,2047,1091,1204
chr1,7820000,1,0.6215,7840000,1834,993,992
chr1,7840000,0.970933,0.645,7860000,2109,1069,1114
chr1,7860000,0.870541,0.67055,7880000,2006,990,1139
chr1,7880000,1,0.68135,7900000,2639,1320,1434
chr1,7900000,1,0.65305,7920000,2234,1165,1174
chr1,7920000,0.986304,0.6719,7940000,2333,1165,1278
chr1,7940000,0.983351,0.6768,7960000,2554,1243,1405
chr1,7960000,0.997125,0.63265,7980000,2105,1112,1105
chr1,7980000,1,0.6344,8000000,2067,1083,1114
chr1,8000000,0.93885,0.65015,8020000,2023,951,1042
chr1,8020000,0.95352,0.65945,8040000,2244,1176,1317
chr1,8040000,1,0.65265,8060000,2212,1130,1234
chr1,8060000,0.909319,0.5901,8080000,1654,849,883
chr1,8080000,0.832629,0.5712,8100000,1359,690,727
chr1,8100000,0.940074,0.69525,8120000,2602,1314,1431
chr1,8120000,0.986033,0.6732,8140000,2351,1204,1332
chr1,8140000,0.996917,0.64995,8160000,2234,1200,1297
chr1,8160000,1,0.63455,8180000,2185,1194,1214
chr1,8180000,0.981364,0.66375,8200000,2378,1209,1388
chr1,8200000,0.997725,0.63045,8220000,2001,1042,1128
chr1,8220000,0.87272,0.59685,8240000,1448,798,839
chr1,8240000,0.975928,0.6391,8260000,2049,1043,1154
chr1,8260000,0.989244,0.67275,8280000,2491,1313,1581
chr1,8280000,0.9985,0.67195,8300000,2336,1179,1297
chr1,8300000,0.970108,0.641,8320000,2087,1099,1166
chr1,8320000,0.998,0.61425,8340000,1742,994,993
chr1,8340000,0.997375,0.6769,8360000,2503,1283,1265
chr1,8360000,0.920875,0.6442,8380000,1983,989,1094
chr1,8380000,0.98915,0.6374,8400000,2276,1097,1235
chr1,8400000,0.937774,0.65215,8420000,2220,1137,1297
chr1,8420000,1,0.6378,8440000,2152,1067,1222
chr1,8440000,1,0.6533,8460000,2291,1290,1278
chr1,8460000,0.973153,0.63155,8480000,2007,1027,1082
chr1,8480000,1,0.6443,8500000,2303,1211,1219
chr1,8500000,0.973771,0.67495,8520000,2417,1217,1441
chr1,8520000,0.999475,0.64245,8540000,2196,1047,1066
chr1,8540000,1,0.61805,8560000,1987,1059,1042
chr1,8560000,0.993412,0.63865,8580000,2041,1064,1137
chr1,8580000,0.9903,0.6352,8600000,2186,1148,1189
chr1,8600000,0.925075,0.65285,8620000,2042,1043,1014
chr1,8620000,0.778425,0.64445,8640000,1368,670,690
chr1,8640000,0.994503,0.6306,8660000,2274,1168,1212
chr1,8660000,0.922754,0.61195,8680000,1614,878,946
chr1,8680000,0.9858,0.62955,8700000,1938,1023,1097
chr1,8700000,0.992951,0.6511,8720000,2234,1104,1139
chr1,8720000,0.995365,0.6399,8740000,2210,1094,1165
chr1,8740000,1,0.63675,8760000,2228,1403,1358
chr1,8760000,1,0.6321,8780000,1930,1078,1107
chr1,8780000,0.999925,0.6129,8800000,1733,944,887
chr1,8800000,0.966097,0.6665,8820000,2538,1152,1324
chr1,8820000,0.986,0.64165,8840000,2135,1099,1207
chr1,8840000,1,0.6314,8860000,2256,1235,1256
chr1,8860000,0.999358,0.61505,8880000,2596,1848,1246
chr1,8880000,0.999513,0.638,8900000,2173,1169,1244
chr1,8900000,1,0.6663,8920000,2458,1365,1330
chr1,8920000,0.967174,0.6715,8940000,2480,1248,1449
chr1,8940000,0.937059,0.6394,8960000,2316,1284,1462
chr1,8960000,0.88137,0.67395,8980000,2189,994,1192
chr1,8980000,0.886271,0.61925,9000000,1424,732,913
chr1,9000000,0.983033,0.65695,9020000,2313,1309,1385
chr1,9020000,1,0.6242,9040000,1934,1056,1006
chr1,9040000,1,0.60905,9060000,1942,1028,998
chr1,9060000,0.993446,0.607,9080000,2053,1084,1101
chr1,9080000,0.81075,0.69025,9100000,1801,866,977
chr1,9100000,0.988151,0.67425,9120000,2494,1169,1288
chr1,9120000,1,0.62695,9140000,2344,1663,1498
chr1,9140000,0.956567,0.65705,9160000,2007,1013,1125
chr1,9160000,0.980763,0.6748,9180000,2546,1199,1414
chr1,9180000,0.998442,0.68945,9200000,2933,1418,1538
chr1,9200000,0.988702,0.62335,9220000,1858,1041,1097
chr1,9220000,1,0.60505,9240000,1720,907,916
chr1,9240000,0.988342,0.6218,9260000,1795,1009,992
chr1,9260000,0.959789,0.65205,9280000,2112,1043,1107
chr1,9280000,1,0.60275,9300000,1798,1002,947
chr1,9300000,1,0.61325,9320000,1923,1018,1060
chr1,9320000,0.999975,0.62965,9340000,2161,1109,1136
chr1,9340000,0.977645,0.6651,9360000,2275,1164,1239
chr1,9360000,0.973425,0.66235,9380000,2180,1207,1272
chr1,9380000,0.981283,0.67835,9400000,2565,1243,1304
chr1,9400000,0.862504,0.6325,9420000,1671,917,928
chr1,9420000,0.734188,0.67,9440000,1344,658,770
chr1,9440000,0.941399,0.64495,9460000,2253,1160,1363
chr1,9460000,0.8519,0.62515,9480000,3072,1896,2338
chr1,9480000,0.875976,0.66535,9500000,2078,1111,1373
chr1,9500000,0.872197,0.65275,9520000,2274,1093,1320
chr1,9520000,0.948031,0.6959,9540000,2635,1257,1517
chr1,9540000,0.978356,0.6545,9560000,2202,1089,1213
chr1,9560000,0.969531,0.65695,9580000,2280,1113,1154
chr1,9580000,1,0.6303,9600000,2064,1095,1148
chr1,9600000,0.999425,0.64405,9620000,2265,1184,1244
chr1,9620000,0.994117,0.69675,9640000,3097,1579,1900
chr1,9640000,0.986859,0.6506,9660000,2194,1187,1210
chr1,9660000,0.955661,0.67545,9680000,2432,1170,1389
chr1,9680000,0.994292,0.6625,9700000,1998,1057,1195
chr1,9700000,1,0.6329,9720000,1929,1103,1041
chr1,9720000,0.985043,0.63765,9740000,2238,1086,1200
