chr,start,mappability,gc_content,end,LL_RS2L_G1_1,LL_RS2L_G1_2,LL_RS2L_G1_3
chr1,1270000,0.93995,0.6292,1280000,426,11,4
chr1,1280000,0.9119,0.6196,1290000,426,19,7
chr1,1290000,0.978786,0.6286,1300000,499,3,11
chr1,1300000,0.994117,0.6516,1310000,643,27,10
chr1,1310000,1,0.626,1320000,474,4,5
chr1,1320000,1,0.6218,1330000,459,3,4
chr1,1330000,1,0.6042,1340000,403,4,0
chr1,1340000,1,0.5941,1350000,437,7,2
chr1,1350000,1,0.6165,1360000,462,6,0
chr1,1360000,0.997067,0.5969,1370000,430,10,4
chr1,1370000,1,0.6417,1380000,526,8,5
chr1,1380000,0.99385,0.6457,1390000,506,11,2
chr1,1390000,0.97215,0.6351,1400000,545,118,94
chr1,1400000,1,0.6145,1410000,445,4,1
chr1,1410000,1,0.6625,1420000,686,64,41
chr1,1420000,1,0.6796,1430000,611,7,1
chr1,1430000,1,0.656,1440000,611,12,9
chr1,1440000,1,0.6423,1450000,521,7,4
chr1,1450000,1,0.6434,1460000,577,9,4
chr1,1460000,0.958967,0.5945,1470000,531,162,127
chr1,1470000,0.985948,0.6928,1480000,716,9,3
chr1,1480000,0.990092,0.6326,1490000,508,7,3
chr1,1490000,0.977367,0.6372,1500000,508,7,1
chr1,1500000,0.9979,0.64,1510000,611,20,5
chr1,1510000,1,0.6554,1520000,569,7,0
chr1,1520000,0.978343,0.633,1530000,465,13,5
chr1,1530000,0.9982,0.6598,1540000,625,18,11
chr1,1540000,1,0.6426,1550000,550,5,4
chr1,1550000,0.962038,0.6329,1560000,482,14,9
chr1,1560000,0.960442,0.6227,1570000,420,47,22
chr1,1570000,1,0.6447,1580000,799,436,331
chr1,1580000,0.9886,0.6269,1590000,534,31,7
chr1,1590000,1,0.6463,1600000,541,5,3
chr1,1600000,1,0.6212,1610000,473,4,0
chr1,1610000,1,0.6579,1620000,589,6,2
chr1,1620000,1,0.6601,1630000,588,6,3
chr1,1630000,1,0.6263,1640000,601,62,40
chr1,1640000,0.972725,0.6232,1650000,470,34,41
chr1,1650000,0.963743,0.6537,1660000,673,73,76
chr1,1660000,1,0.6389,1670000,528,5,3
chr1,1670000,1,0.6019,1680000,419,4,1
chr1,1680000,1,0.6177,1690000,489,25,15
chr1,1690000,1,0.6243,1700000,494,3,2
chr1,1700000,1,0.6194,1710000,515,14,5
chr1,1710000,1,0.6125,1720000,429,8,1
chr1,1720000,1,0.6081,1730000,476,3,5
chr1,1730000,0.99215,0.6761,1740000,655,5,2
chr1,1740000,1,0.6027,1750000,457,5,2
chr1,1750000,1,0.6132,1760000,458,8,2
chr1,1760000,1,0.6212,1770000,441,12,7
chr1,1770000,0.9942,0.6372,1780000,555,2,2
chr1,1780000,1,0.6469,1790000,532,5,4
chr1,1790000,1,0.6323,1800000,550,18,11
chr1,1800000,1,0.6204,1810000,450,7,3
chr1,1810000,1,0.6195,1820000,448,8,1
chr1,1820000,0.778891,0.6687,1830000,432,37,26
chr1,1830000,0.996817,0.6351,1840000,434,6,4
chr1,1840000,0.94723,0.6206,1850000,475,24,11
chr1,1850000,1,0.606,1860000,541,169,81
chr1,1860000,1,0.6535,1870000,537,4,2
chr1,1870000,1,0.6152,1880000,425,3,1
chr1,1880000,0.99621,0.6982,1890000,783,53,15
chr1,1890000,0.8414,0.6409,1900000,457,12,8
chr1,1900000,0.993158,0.6585,1910000,611,30,9
chr1,1910000,1,0.6708,1920000,593,10,3
chr1,1920000,0.99605,0.6528,1930000,747,167,151
chr1,1930000,1,0.6247,1940000,1576,1157,1048
chr1,1940000,1,0.6335,1950000,863,758,491
chr1,1950000,1,0.6755,1960000,605,15,5
chr1,1960000,1,0.6289,1970000,493,9,5
chr1,1970000,0.95715,0.6371,1980000,470,2,1
chr1,1980000,0.99142,0.6366,1990000,567,60,16
chr1,1990000,1,0.6203,2000000,480,5,0
chr1,2000000,0.971623,0.6653,2010000,572,7,0
chr1,2010000,0.99525,0.6337,2020000,510,49,11
chr1,2020000,1,0.6257,2030000,401,1,3
chr1,2030000,1,0.5985,2040000,391,2,2
chr1,2040000,1,0.608,2050000,466,7,3
chr1,2050000,1,0.6351,2060000,436,4,3
chr1,2060000,0.981667,0.6088,2070000,384,8,4
chr1,2070000,1,0.6486,2080000,545,16,12
chr1,2080000,1,0.5863,2090000,366,4,2
chr1,2090000,0.96715,0.6886,2100000,1701,749,512
chr1,2100000,1,0.6557,2110000,598,22,18
chr1,2110000,0.974507,0.6372,2120000,527,21,12
chr1,2120000,0.739034,0.5951,2130000,358,28,25
chr1,2130000,1,0.6341,2140000,520,7,2
chr1,2140000,1,0.6606,2150000,635,10,4
chr1,2150000,1,0.6539,2160000,597,1,1
chr1,2160000,0.98155,0.6429,2170000,562,5,2
chr1,2170000,1,0.6316,2180000,504,5,0
chr1,2180000,1,0.618,2190000,436,10,3
chr1,2190000,0.99805,0.6094,2200000,528,25,25
chr1,2200000,0.99915,0.6508,2210000,578,35,44
chr1,2210000,0.966667,0.6236,2220000,462,11,14
chr1,2220000,1,0.6017,2230000,434,5,1
chr1,2230000,1,0.6271,2240000,478,9,1
chr1,2240000,1,0.636,2250000,565,5,2
chr1,2250000,1,0.6037,2260000,470,7,2
chr1,2260000,0.9984,0.6388,2270000,502,9,10
chr1,2270000,1,0.6741,2280000,620,44,26
chr1,2280000,0.944081,0.6272,2290000,519,18,15
chr1,2290000,1,0.6248,2300000,479,3,2
chr1,2300000,0.9997,0.6636,2310000,622,70,15
chr1,2310000,0.9929,0.7111,2320000,744,11,5
chr1,2320000,0.99172,0.6434,2330000,574,15,15
chr1,2330000,1,0.6141,2340000,539,188,93
chr1,2340000,1,0.6525,2350000,646,42,21
chr1,2350000,1,0.6045,2360000,433,18,2
chr1,2360000,1,0.6183,2370000,451,4,0
chr1,2370000,1,0.6245,2380000,470,7,3
chr1,2380000,0.988117,0.6565,2390000,530,6,1
chr1,2390000,1,0.6323,2400000,509,5,8
chr1,2400000,1,0.5947,2410000,426,3,1
chr1,2410000,1,0.6025,2420000,426,9,1
chr1,2420000,0.994408,0.6406,2430000,467,8,3
chr1,2430000,1,0.6154,2440000,452,4,4
chr1,2440000,1,0.6614,2450000,612,8,1
chr1,2450000,1,0.6064,2460000,434,5,5
chr1,2460000,0.922852,0.598,2470000,454,83,88
chr1,2470000,0.9831,0.6248,2480000,508,9,26
chr1,2480000,0.99465,0.6452,2490000,557,13,0
chr1,2490000,1,0.5968,2500000,426,4,1
chr1,2500000,1,0.6125,2510000,463,9,8
chr1,2510000,1,0.6169,2520000,425,5,1
chr1,2520000,1,0.5935,2530000,421,3,0
chr1,2530000,1,0.6262,2540000,462,7,0
chr1,2540000,1,0.6036,2550000,487,4,0
chr1,2550000,0.9985,0.6221,2560000,571,3,2
chr1,2560000,0.9757,0.6205,2570000,511,15,3
chr1,2570000,1,0.6288,2580000,482,9,2
chr1,2580000,0.9898,0.6273,2590000,476,192,98
chr1,2590000,0.9954,0.5951,2600000,383,58,26
chr1,2600000,1,0.6502,2610000,625,4,10
chr1,2610000,1,0.6077,2620000,537,4,0
chr1,2620000,0.9416,0.6171,2630000,480,93,61
chr1,2630000,0.880349,0.5846,2640000,370,11,4
chr1,2640000,0.995417,0.6079,2650000,573,66,24
chr1,2650000,0.96325,0.6279,2660000,504,9,2
chr1,2660000,1,0.6425,2670000,529,9,5
chr1,2670000,0.8819,0.6367,2680000,417,3,4
chr1,2680000,0.997725,0.6362,2690000,534,24,9
chr1,2690000,0.99482,0.6196,2700000,500,6,0
chr1,2700000,0.9891,0.6447,2710000,527,8,1
chr1,2710000,0.801379,0.6633,2720000,525,32,38
chr1,2720000,0.970271,0.5966,2730000,410,13,7
chr1,2730000,1,0.6171,2740000,449,9,0
chr1,2740000,1,0.5894,2750000,494,5,0
chr1,2750000,0.932153,0.6419,2760000,507,18,19
chr1,2760000,0.968856,0.5728,2770000,443,41,39
chr1,2770000,0.98355,0.6263,2780000,510,7,4
chr1,2780000,1,0.6074,2790000,504,6,4
chr1,2790000,1,0.6002,2800000,358,4,0
chr1,2800000,1,0.627,2810000,508,8,2
chr1,2810000,0.9919,0.6377,2820000,522,20,2
chr1,2820000,1,0.6069,2830000,516,11,4
chr1,2830000,0.95323,0.6737,2840000,658,10,3
chr1,2840000,0.96835,0.6086,2850000,412,7,2
chr1,2850000,0.98575,0.6319,2860000,528,7,2
chr1,2860000,0.97285,0.5948,2870000,455,3,0
chr1,2870000,0.97665,0.6406,2880000,632,95,33
chr1,2880000,1,0.6452,2890000,546,10,1
chr1,2890000,1,0.6168,2900000,452,2,1
chr1,2900000,1,0.6446,2910000,527,8,2
chr1,2910000,1,0.6343,2920000,567,8,0
chr1,2920000,1,0.643,2930000,498,4,1
chr1,2930000,0.9875,0.6229,2940000,589,215,149
chr1,2940000,0.999475,0.64,2950000,492,17,5
chr1,2950000,1,0.6233,2960000,513,3,3
chr1,2960000,0.982891,0.6256,2970000,517,6,10
chr1,2970000,0.993842,0.6578,2980000,633,12,2
chr1,2980000,0.977767,0.5897,2990000,958,810,581
chr1,2990000,1,0.6007,3000000,616,161,94
chr1,3000000,0.9957,0.6378,3010000,594,90,109
chr1,3010000,0.9685,0.6338,3020000,854,334,255
chr1,3020000,0.778868,0.6262,3030000,320,71,33
chr1,3030000,0.875273,0.6687,3040000,652,120,85
chr1,3040000,0.676813,0.609,3050000,232,70,33
chr1,3050000,1,0.6169,3060000,471,72,61
chr1,3060000,1,0.6106,3070000,470,11,1
chr1,3070000,1,0.644,3080000,528,4,2
chr1,3080000,1,0.6177,3090000,483,13,8
chr1,3090000,1,0.5979,3100000,412,7,3
chr1,3100000,0.98247,0.6658,3110000,620,2,4
chr1,3110000,0.957939,0.6401,3120000,528,15,3
chr1,3120000,1,0.6231,3130000,490,3,1
chr1,3130000,0.828762,0.607,3140000,494,141,212
chr1,3140000,0.950685,0.6129,3150000,652,255,243
chr1,3150000,0.955869,0.6296,3160000,474,12,16
chr1,3160000,0.965683,0.6331,3170000,465,29,18
chr1,3170000,0.99625,0.6406,3180000,539,6,1
chr1,3180000,1,0.6156,3190000,421,8,4
chr1,3190000,1,0.6336,3200000,521,4,0
chr1,3200000,1,0.6349,3210000,467,5,0
chr1,3210000,1,0.6169,3220000,467,6,1
chr1,3220000,0.994033,0.6484,3230000,538,5,2
chr1,3230000,0.8286,0.6454,3240000,406,6,1
chr1,3240000,1,0.6555,3250000,577,9,1
chr1,3250000,1,0.6222,3260000,483,30,7
chr1,3260000,1,0.5989,3270000,396,6,3
chr1,3270000,0.993937,0.6464,3280000,511,15,15
chr1,3280000,0.944021,0.6579,3290000,575,9,12
chr1,3290000,0.992183,0.6475,3300000,536,5,3
chr1,3300000,0.984945,0.6422,3310000,512,4,3
chr1,3310000,1,0.6328,3320000,749,498,164
chr1,3320000,1,0.6162,3330000,492,560,8
chr1,3330000,1,0.6212,3340000,494,575,8
chr1,3340000,0.980825,0.6426,3350000,765,705,320
chr1,3350000,0.999,0.6351,3360000,1145,992,524
chr1,3360000,1,0.6273,3370000,467,505,1
chr1,3370000,1,0.6389,3380000,462,488,4
chr1,3380000,1,0.6326,3390000,549,568,0
chr1,3390000,0.9909,0.6903,3400000,661,648,11
chr1,3400000,1,0.608,3410000,507,604,34
chr1,3410000,1,0.6133,3420000,383,480,0
chr1,3420000,1,0.6181,3430000,456,563,1
chr1,3430000,1,0.6052,3440000,461,525,2
chr1,3440000,1,0.643,3450000,494,614,3
chr1,3450000,1,0.6262,3460000,519,497,1
chr1,3460000,1,0.6289,3470000,451,455,3
chr1,3470000,1,0.6677,3480000,607,569,0
chr1,3480000,0.996933,0.6412,3490000,510,487,0
chr1,3490000,0.99385,0.6706,3500000,594,568,4
chr1,3500000,0.957673,0.639,3510000,512,500,4
chr1,3510000,1,0.6229,3520000,532,567,0
chr1,3520000,1,0.6026,3530000,411,522,0
chr1,3530000,1,0.6455,3540000,580,580,5
chr1,3540000,0.9987,0.6788,3550000,643,627,6
chr1,3550000,0.9972,0.609,3560000,479,544,20
chr1,3560000,0.815675,0.6318,3570000,384,354,1
chr1,3570000,0.97945,0.6453,3580000,541,582,1
chr1,3580000,1,0.617,3590000,465,540,3
chr1,3590000,1,0.6263,3600000,490,557,9
chr1,3600000,1,0.6311,3610000,532,518,0
chr1,3610000,0.993783,0.6207,3620000,515,531,3
chr1,3620000,0.989,0.6135,3630000,453,521,13
chr1,3630000,1,0.6344,3640000,493,632,0
chr1,3640000,1,0.6441,3650000,595,574,1
chr1,3650000,1,0.6116,3660000,465,557,1
chr1,3660000,1,0.6094,3670000,427,510,1
chr1,3670000,1,0.6465,3680000,558,536,5
chr1,3680000,1,0.6335,3690000,572,552,3
chr1,3690000,0.9894,0.6004,3700000,441,442,1
chr1,3700000,0.956217,0.6333,3710000,500,507,25
chr1,3710000,1,0.6404,3720000,540,555,2
chr1,3720000,1,0.6323,3730000,510,544,3
chr1,3730000,1,0.673,3740000,671,614,1
chr1,3740000,1,0.6095,3750000,498,550,1
chr1,3750000,0.800492,0.6266,3760000,410,408,3
chr1,3760000,0.671867,0.6045,3770000,232,239,0
chr1,3770000,1,0.5967,3780000,387,440,4
chr1,3780000,0.993308,0.6263,3790000,423,492,14
chr1,3790000,0.791708,0.6076,3800000,245,305,26
chr1,3800000,0.986933,0.5993,3810000,421,460,9
chr1,3810000,1,0.6105,3820000,473,483,2
chr1,3820000,0.99765,0.6091,3830000,506,502,11
chr1,3830000,1,0.6427,3840000,581,567,7
chr1,3840000,1,0.619,3850000,506,532,4
chr1,3850000,1,0.6283,3860000,492,543,2
chr1,3860000,1,0.6454,3870000,534,586,1
chr1,3870000,1,0.6205,3880000,493,492,4
chr1,3880000,1,0.6201,3890000,472,461,2
chr1,3890000,0.958983,0.6379,3900000,500,462,3
chr1,3900000,0.97785,0.6869,3910000,642,608,5
chr1,3910000,1,0.6401,3920000,543,615,3
chr1,3920000,1,0.6369,3930000,697,896,227
chr1,3930000,0.9987,0.598,3940000,419,486,2
chr1,3940000,1,0.6314,3950000,629,647,64
chr1,3950000,0.99485,0.6239,3960000,478,530,5
chr1,3960000,1,0.626,3970000,527,557,4
chr1,3970000,1,0.6468,3980000,518,520,5
chr1,3980000,0.9937,0.622,3990000,614,696,111
chr1,3990000,0.9978,0.6543,4000000,627,600,4
chr1,4000000,1,0.6576,4010000,600,589,2
chr1,4010000,1,0.5796,4020000,340,404,1
chr1,4020000,1,0.6718,4030000,661,640,5
chr1,4030000,1,0.6484,4040000,584,605,2
chr1,4040000,0.993448,0.6166,4050000,419,401,7
chr1,4050000,0.983267,0.6051,4060000,516,540,10
chr1,4060000,1,0.6091,4070000,474,471,1
chr1,4070000,0.903783,0.6214,4080000,489,500,32
chr1,4080000,1,0.5991,4090000,441,508,1
chr1,4090000,0.98295,0.6371,4100000,683,694,81
chr1,4100000,0.97215,0.6212,4110000,400,440,1
chr1,4110000,1,0.6111,4120000,484,534,8
chr1,4120000,1,0.6633,4130000,671,635,11
chr1,4130000,1,0.6406,4140000,507,560,4
chr1,4140000,1,0.6342,4150000,483,516,1
chr1,4150000,0.99725,0.6913,4160000,635,592,5
chr1,4160000,1,0.6319,4170000,412,446,5
chr1,4170000,1,0.6151,4180000,468,524,2
chr1,4180000,0.992059,0.6608,4190000,577,583,5
chr1,4190000,1,0.6394,4200000,551,587,1
chr1,4200000,0.975,0.6291,4210000,435,540,8
chr1,4210000,1,0.6364,4220000,632,668,39
chr1,4220000,1,0.6115,4230000,493,533,1
chr1,4230000,1,0.6707,4240000,576,660,5
chr1,4240000,1,0.6661,4250000,634,571,3
chr1,4250000,1,0.61,4260000,427,509,3
chr1,4260000,0.98945,0.6762,4270000,636,571,1
chr1,4270000,1,0.6494,4280000,499,538,2
chr1,4280000,0.942004,0.6456,4290000,1033,967,507
chr1,4290000,0.964093,0.6277,4300000,566,558,58
chr1,4300000,1,0.6295,4310000,556,511,2
chr1,4310000,1,0.6925,4320000,663,610,10
chr1,4320000,1,0.6294,4330000,437,439,10
chr1,4330000,1,0.6501,4340000,494,549,2
chr1,4340000,0.9994,0.6282,4350000,489,511,7
chr1,4350000,1,0.6227,4360000,444,491,2
chr1,4360000,1,0.6153,4370000,483,496,3
chr1,4370000,0.9986,0.6508,4380000,844,799,258
chr1,4380000,1,0.6344,4390000,484,530,2
chr1,4390000,0.738224,0.6229,4400000,344,370,0
chr1,4400000,0.9947,0.6281,4410000,471,479,3
chr1,4410000,1,0.6223,4420000,501,547,4
chr1,4420000,1,0.6069,4430000,505,481,35
chr1,4430000,1,0.6122,4440000,368,417,12
chr1,4440000,1,0.6176,4450000,485,510,3
chr1,4450000,1,0.6265,4460000,448,497,1
chr1,4460000,0.9018,0.6666,4470000,498,502,8
chr1,4470000,0.784425,0.6001,4480000,369,311,1
chr1,4480000,0.857022,0.573,4490000,309,328,1
chr1,4490000,1,0.6461,4500000,583,560,4
chr1,4500000,0.98945,0.6422,4510000,567,507,6
chr1,4510000,1,0.6377,4520000,554,580,1
chr1,4520000,0.9987,0.6411,4530000,509,548,5
chr1,4530000,0.998383,0.6686,4540000,657,600,12
chr1,4540000,0.9837,0.6572,4550000,593,583,1
chr1,4550000,0.98365,0.664,4560000,582,582,10
chr1,4560000,0.98245,0.6318,4570000,503,540,33
chr1,4570000,0.99905,0.677,4580000,628,592,4
chr1,4580000,0.923042,0.6557,4590000,524,521,8
chr1,4590000,0.99685,0.6567,4600000,572,620,9
chr1,4600000,0.982448,0.6206,4610000,570,526,73
chr1,4610000,0.99895,0.5972,4620000,437,425,3
chr1,4620000,0.98,0.6395,4630000,525,571,2
chr1,4630000,1,0.5971,4640000,412,476,2
chr1,4640000,1,0.6232,4650000,510,533,1
chr1,4650000,1,0.6089,4660000,454,458,3
chr1,4660000,0.950403,0.6505,4670000,507,542,17
chr1,4670000,0.971779,0.6715,4680000,612,576,6
chr1,4680000,0.9895,0.6572,4690000,550,531,3
chr1,4690000,1,0.6146,4700000,398,455,4
chr1,4700000,0.988583,0.6631,4710000,641,599,11
chr1,4710000,0.963474,0.65,4720000,587,546,2
chr1,4720000,0.961955,0.6814,4730000,610,563,2
chr1,4730000,0.9949,0.6739,4740000,596,672,8
chr1,4740000,1,0.6332,4750000,514,518,1
chr1,4750000,1,0.6326,4760000,504,585,1
chr1,4760000,0.9893,0.6787,4770000,621,671,0
chr1,4770000,1,0.6778,4780000,659,631,0
chr1,4780000,0.930032,0.6631,4790000,564,509,3
chr1,4790000,1,0.6306,4800000,512,574,1
chr1,4800000,1,0.659,4810000,556,559,3
chr1,4810000,1,0.6388,4820000,518,492,0
chr1,4820000,1,0.6298,4830000,532,545,4
chr1,4830000,1,0.6285,4840000,487,531,5
chr1,4840000,0.994625,0.6044,4850000,418,495,2
chr1,4850000,1,0.6154,4860000,453,448,13
chr1,4860000,1,0.6306,4870000,480,524,0
chr1,4870000,0.9992,0.6786,4880000,632,633,8
chr1,4880000,0.982904,0.6315,4890000,517,529,23
chr1,4890000,0.938501,0.6691,4900000,554,553,10
chr1,4900000,1,0.6373,4910000,499,572,5
chr1,4910000,1,0.6454,4920000,556,620,2
chr1,4920000,1,0.6072,4930000,463,532,1
chr1,4930000,1,0.6736,4940000,714,721,1
chr1,4940000,1,0.6999,4950000,739,666,1
chr1,4950000,0.9984,0.6908,4960000,705,654,2
chr1,4960000,0.9982,0.6784,4970000,658,629,10
chr1,4970000,0.992633,0.6449,4980000,574,623,4
chr1,4980000,0.97754,0.6256,4990000,545,565,16
chr1,4990000,0.964841,0.6613,5000000,570,653,2
chr1,5000000,1,0.6391,5010000,585,595,13
chr1,5010000,1,0.6649,5020000,677,665,5
chr1,5020000,1,0.6367,5030000,475,509,3
chr1,5030000,1,0.673,5040000,610,606,9
chr1,5040000,1,0.608,5050000,366,416,0
chr1,5050000,0.915435,0.61,5060000,555,574,233
chr1,5060000,0.974663,0.6409,5070000,526,551,30
chr1,5070000,1,0.6541,5080000,562,639,4
chr1,5080000,0.978886,0.6311,5090000,534,563,25
chr1,5090000,1,0.6656,5100000,682,657,27
chr1,5100000,1,0.6451,5110000,571,585,5
chr1,5110000,0.9988,0.6751,5120000,643,599,7
chr1,5120000,0.997967,0.6372,5130000,584,580,15
chr1,5130000,0.995433,0.6625,5140000,614,637,6
chr1,5140000,0.977808,0.6098,5150000,374,420,1
chr1,5150000,1,0.6213,5160000,472,451,4
chr1,5160000,1,0.6487,5170000,536,512,2
chr1,5170000,1,0.63,5180000,540,544,1
chr1,5180000,0.993198,0.6437,5190000,527,531,3
chr1,5190000,0.990348,0.6517,5200000,561,547,6
chr1,5200000,0.754165,0.6053,5210000,337,411,16
chr1,5210000,0.908347,0.6582,5220000,437,434,4
chr1,5220000,0.851077,0.7168,5230000,631,544,37
chr1,5230000,0.9948,0.6779,5240000,648,608,3
chr1,5240000,1,0.6678,5250000,527,538,8
chr1,5250000,0.936194,0.6127,5260000,473,529,105
chr1,5260000,1,0.6328,5270000,548,568,5
chr1,5270000,0.9422,0.6339,5280000,517,508,2
chr1,5280000,0.9984,0.6571,5290000,523,513,6
chr1,5290000,0.99605,0.597,5300000,246,253,8
chr1,5300000,1,0.6316,5310000,410,439,6
chr1,5310000,1,0.6337,5320000,564,652,82
chr1,5320000,0.993475,0.6385,5330000,557,597,6
