chr,start,mappability,gc_content,end,NAT_X_SYN_004,NAT_X_SYN_042,NAT_X_SYN_044,NAT_X_SYN_051,NAT_X_SYN_054
LR999451.1,4600000,0.991186,0.6636,4700000,2608,2011,2912,2577,2179
LR999451.1,4700000,0.978038,0.64063,4800000,2893,2310,2941,2784,2363
LR999451.1,4800000,0.969955,0.64296,4900000,3402,2796,3514,3359,2851
LR999451.1,4900000,0.985892,0.63957,5000000,2787,2460,3081,3024,2357
LR999451.1,5000000,0.98023,0.63298,5100000,3247,2328,3325,2969,2408
LR999451.1,5100000,0.915523,0.65131,5200000,3263,2159,3044,2820,2314
LR999451.1,5200000,0.990369,0.66112,5300000,2691,2259,3282,3008,2384
LR999451.1,5300000,0.994516,0.65096,5400000,3102,2432,3291,3126,2476
LR999451.1,5400000,0.994465,0.63687,5500000,2688,2113,3025,2455,2141
LR999451.1,5500000,0.99717,0.64181,5600000,2633,2049,2936,2603,2096
LR999451.1,5600000,0.95647,0.64599,5700000,1977,1400,2128,1936,1528
LR999451.1,5700000,0.973638,0.64391,5800000,3029,2363,3237,3186,2390
LR999451.1,5800000,0.986185,0.63643,5900000,3039,2279,2948,2890,2266
LR999451.1,5900000,0.985992,0.60481,6000000,3114,2603,3390,3180,2665
LR999451.1,6000000,0.993137,0.62028,6100000,3220,2578,3466,3284,2517
LR999451.1,6100000,0.980948,0.63363,6200000,3064,2668,3602,3262,2592
LR999451.1,6200000,0.991053,0.61605,6300000,2777,2440,2888,2886,2023
LR999451.1,6300000,0.997958,0.61952,6400000,3170,2614,3536,3065,2609
LR999451.1,6400000,0.990338,0.64028,6500000,2913,2277,3164,2895,2277
LR999451.1,6500000,1,0.62148,6600000,3286,2766,3485,3174,2593
LR999451.1,6600000,0.990416,0.63448,6700000,2722,2368,3115,2678,2237
LR999451.1,6700000,0.993794,0.64211,6800000,2616,2207,3018,2707,2205
LR999451.1,6800000,1,0.62288,6900000,3117,2810,3569,3237,2695
LR999451.1,6900000,0.999633,0.6312,7000000,3090,2525,3339,2985,2552
LR999451.1,7000000,0.991214,0.62995,7100000,2978,2388,3231,3021,2365
LR999451.1,7100000,0.904451,0.62781,7200000,2692,2005,2808,2482,2087
LR999451.1,7200000,0.99898,0.64397,7300000,2663,2143,2799,2525,2144
LR999451.1,7300000,0.917837,0.65805,7400000,2428,1899,2709,2533,1935
LR999451.1,7400000,0.993702,0.63169,7500000,2705,2463,3302,2911,2459
LR999451.1,7500000,0.99904,0.64279,7600000,2203,1787,2325,2197,1778
LR999451.1,7600000,0.997018,0.63472,7700000,2165,1716,2343,2202,1710
LR999451.1,7700000,0.969694,0.65004,7800000,2557,2050,2605,2564,1997
LR999451.1,7800000,0.98698,0.64985,7900000,2606,2100,2791,2561,2055
LR999451.1,7900000,0.911997,0.63464,8000000,2642,2119,2850,2478,2096
LR999451.1,8000000,0.863163,0.64122,8100000,2001,1502,2125,1766,1417
LR999451.1,8100000,0.98637,0.64152,8200000,2960,2373,3424,3154,2744
LR999451.1,8200000,0.992437,0.63685,8300000,3275,2837,3906,3077,2804
LR999451.1,8300000,0.966611,0.64495,8400000,2952,2048,2647,2526,2135
LR999451.1,8400000,0.992094,0.63879,8500000,2811,2309,3052,3002,2445
LR999451.1,8500000,0.995298,0.6391,8600000,2729,2439,3186,2960,2356
LR999451.1,8600000,0.996795,0.62276,8700000,3044,2536,3267,2928,2503
LR999451.1,8700000,0.975695,0.66359,8800000,2725,2172,2942,2799,2264
LR999451.1,8800000,0.993009,0.65918,8900000,2819,2149,2944,2752,2290
LR999451.1,8900000,0.969836,0.64841,9000000,3398,2599,3476,3622,2775
LR999451.1,9000000,0.982446,0.65395,9100000,2797,1365,2864,2815,2121
LR999451.1,9100000,0.998388,0.62885,9200000,3003,1249,3226,3053,2595
LR999451.1,9200000,0.986083,0.65079,9300000,2628,1169,2905,2696,2141
LR999451.1,9300000,0.940692,0.64969,9400000,2784,987,2385,2128,1863
LR999451.1,9400000,0.973901,0.64418,9500000,2715,1104,2857,2697,2029
LR999451.1,9500000,0.872913,0.63441,9600000,2067,949,2219,1974,1645
LR999451.1,9600000,0.991209,0.6473,9700000,2892,1294,2900,2734,2183
LR999451.1,9700000,0.966519,0.64226,9800000,2347,1130,2650,2355,1854
LR999451.1,9800000,0.986097,0.65361,9900000,2644,1106,2846,2679,2109
LR999451.1,9900000,0.868952,0.6679,10000000,1556,919,1729,1583,1247
LR999451.1,10000000,0.762091,0.66653,10100000,1290,808,1115,1103,913
LR999451.1,10100000,0.984613,0.65202,10200000,2604,1602,2986,2971,2155
LR999451.1,10200000,1,0.63805,10300000,3133,1471,3524,3192,2746
LR999451.1,10300000,0.993914,0.64055,10400000,2930,1279,3057,3064,2343
LR999451.1,10400000,0.99325,0.63214,10500000,2866,1317,3001,2913,2388
LR999451.1,10500000,0.890257,0.62636,10600000,2296,1015,2605,2402,1846
LR999451.1,10600000,0.897819,0.65612,10700000,2813,1307,2853,2832,2177
LR999451.1,10700000,0.965043,0.62953,10800000,2927,1449,3079,3195,2364
LR999451.1,10800000,0.99888,0.62386,10900000,2892,1186,3163,2970,2236
LR999451.1,10900000,0.983707,0.62216,11000000,3069,1375,3684,3333,2759
LR999451.1,11000000,0.992284,0.64551,11100000,2904,1315,3272,3253,2365
LR999451.1,11100000,0.992278,0.6289,11200000,2895,1394,3363,3117,2632
LR999451.1,11200000,0.999645,0.65365,11300000,2425,1131,2651,2443,1963
LR999451.1,11300000,0.979037,0.65327,11400000,2850,1332,3216,2889,2271
LR999451.1,11400000,0.973019,0.63954,11500000,2951,1234,2859,2665,2182
LR999451.1,11500000,0.99095,0.64952,11600000,2671,1109,2623,2462,2042
LR999451.1,11600000,0.994408,0.65624,11700000,3083,1357,3114,3127,2521
LR999451.1,11700000,0.983627,0.65504,11800000,2687,1103,3050,2746,2368
LR999451.1,11800000,0.997257,0.65178,11900000,2769,1208,3120,2903,2398
LR999451.1,11900000,0.977986,0.62903,12000000,2956,1405,3463,3362,2604
LR999451.1,12000000,0.977401,0.65567,12100000,2723,1237,2877,2657,2212
LR999451.1,12100000,0.969033,0.66491,12200000,2672,1003,2685,2531,2066
LR999451.1,12200000,0.97014,0.65573,12300000,3089,1335,2744,2703,2281
LR999451.1,12300000,0.991881,0.63401,12400000,3271,1390,3495,3367,2713
LR999451.1,12400000,0.991916,0.638,12500000,3101,1230,3228,2904,2384
LR999451.1,12500000,0.980689,0.67617,12600000,2652,1008,2739,2628,2009
LR999451.1,12600000,0.997766,0.64102,12700000,2828,1235,2908,2824,2292
LR999451.1,12700000,0.99474,0.65675,12800000,2412,1097,2831,2858,2228
LR999451.1,12800000,0.982695,0.64356,12900000,3108,1529,2859,2823,2282
LR999451.1,12900000,0.968045,0.6648,13000000,2660,1272,2701,2570,1986
LR999451.1,13000000,0.701546,0.52165,13100000,2322,1360,2327,2452,1796
LR999451.1,13100000,0.693436,0.51873,13200000,2112,1379,2294,2222,1755
LR999451.1,13200000,0.996674,0.64499,13300000,2627,1209,2726,2774,2090
LR999451.1,13300000,0.925444,0.66261,13400000,2213,1337,2237,2493,1699
LR999451.1,13400000,0.989092,0.66071,13500000,2679,1207,2918,2710,2040
LR999451.1,13500000,0.996791,0.67712,13600000,2411,1143,2760,2619,1964
LR999451.1,13600000,0.989777,0.64846,13700000,2785,1283,3143,2901,2351
LR999451.1,13700000,0.997863,0.65841,13800000,2711,1272,3002,2838,2320
LR999451.1,13800000,0.979312,0.63267,13900000,2895,1558,3194,3160,2565
LR999451.1,13900000,0.946586,0.65452,14000000,2807,1293,3014,3037,2209
LR999451.1,14000000,0.941844,0.65569,14100000,2984,1365,2848,2946,2237
LR999451.1,14100000,0.938514,0.66866,14200000,2095,1154,2228,2309,1656
LR999451.1,14200000,0.890227,0.68239,14300000,2182,1118,2117,2289,1659
LR999451.1,14300000,0.981204,0.64414,14400000,2041,1226,2134,2155,1660
LR999451.1,14400000,0.99559,0.63733,14500000,5282,3379,5090,5254,3863
LR999451.1,14500000,0.979308,0.65159,14600000,3206,1582,3462,3330,2844
LR999451.1,14600000,0.977347,0.65381,14700000,3130,1420,3122,2973,2527
LR999451.1,14700000,0.958441,0.66038,14800000,3305,1730,3453,3516,2769
LR999451.1,14800000,0.92834,0.67,14900000,2256,810,2316,2104,1837
LR999451.1,14900000,0.966079,0.65993,15000000,2642,1086,2710,2638,2075
LR999451.1,15000000,0.922363,0.63835,15100000,3309,2196,3164,3539,2562
LR999451.1,15100000,0.895084,0.62898,15200000,2035,1114,1926,2128,1495
LR999451.1,15200000,0.982565,0.65378,15300000,2255,1213,2252,2274,1789
LR999451.1,15300000,0.583735,0.49537,15400000,19123,14891,17435,11154,14412
LR999451.1,15400000,0.729982,0.5062,15500000,4479,2470,4782,4770,3293
LR999451.1,15500000,0.964755,0.65336,15600000,2795,1447,2974,2885,2173
LR999451.1,15600000,0.786032,0.507,15700000,1854,865,1950,1824,1483
LR999451.1,15700000,0.393222,0.3838,15800000,3441,2699,9820,7987,2947
LR999451.1,15800000,0.655071,0.5161,15900000,1932,784,1887,1940,1476
LR999451.1,15900000,0.976359,0.67538,16000000,2572,1390,2961,2878,2045
LR999451.1,16000000,0.928936,0.65832,16100000,3106,1547,3192,3100,2437
LR999451.1,16100000,0.856249,0.66396,16200000,2601,1455,2856,2943,2225
LR999451.1,16200000,0.887871,0.63698,16300000,3201,2020,3441,3231,2573
LR999451.1,16300000,0.547005,0.42391,16400000,716,485,764,768,604
LR999451.1,16400000,0.862919,0.60046,16500000,2337,1824,2583,2492,1912
LR999451.1,16500000,0.572624,0.50689,16600000,1695,1153,1900,2045,1394
LR999451.1,16600000,0.944491,0.62677,16700000,3558,1726,3630,3702,2729
LR999451.1,16700000,0.808133,0.62371,16800000,3602,2082,3527,3747,2837
LR999451.1,16800000,0.737156,0.52519,16900000,7585,6361,7628,8538,6317
LR999451.1,16900000,0.735829,0.49835,17000000,19682,20610,20744,24788,19352
LR999451.1,17000000,0.98284,0.63237,17100000,2713,1380,2769,2602,2194
LR999451.1,17100000,0.940977,0.64997,17200000,3645,2515,3686,3902,2864
LR999451.1,17200000,0.746667,0.51849,17300000,1850,1407,2880,2853,1963
LR999451.1,17300000,0.576585,0.39004,17400000,2590,1590,2367,2470,1801
LR999451.1,17400000,0.976947,0.65923,17500000,3144,1685,3616,3526,2620
LR999451.1,17500000,0.652221,0.50554,17600000,24265,19026,28329,25986,20170
LR999451.1,17600000,0.642537,0.51441,17700000,22443,18011,21742,22769,18355
LR999451.1,17700000,0.945602,0.64925,17800000,2575,1188,2358,2344,1705
LR999451.1,17800000,0.986021,0.65696,17900000,2825,1270,2780,2782,2159
LR999451.1,17900000,0.925743,0.63211,18000000,1921,1087,2649,2976,2158
LR999451.1,18000000,0.893783,0.66368,18100000,1545,967,2997,3223,2135
LR999451.1,18100000,0.923229,0.66486,18200000,2074,1181,3118,3222,2381
LR999451.1,18200000,0.992522,0.6646,18300000,2605,1178,2925,2668,2163
LR999451.1,18300000,0.917207,0.66131,18400000,2620,1269,2712,2678,2078
LR999451.1,18400000,0.971576,0.65168,18500000,2783,1320,3106,2925,2279
LR999451.1,18500000,0.983362,0.67014,18600000,2291,1248,2610,2489,2015
LR999451.1,18600000,0.985178,0.66622,18700000,2579,1119,2898,2671,2171
LR999451.1,18700000,0.641577,0.49959,18800000,16210,12949,13961,16375,12535
LR999451.1,18800000,0.723668,0.50669,18900000,3328,1970,3238,3103,2475
LR999451.1,18900000,0.950783,0.64448,19000000,2822,1428,3065,2950,2304
LR999451.1,19000000,0.979659,0.64435,19100000,2831,1207,2723,2819,2120
LR999451.1,19100000,0.960335,0.66514,19200000,3072,1508,3021,3142,2263
LR999451.1,19200000,0.768364,0.51462,19300000,2424,1186,2481,2196,1797
LR999451.1,19300000,0.953067,0.66392,19400000,2793,1349,2906,2846,2195
LR999451.1,19400000,0.992702,0.66942,19500000,2779,1249,2838,2683,2321
LR999451.1,19500000,0.487974,0.35527,19600000,1065,709,1320,1189,891
LR999451.1,19600000,0.745039,0.51811,19700000,1995,812,1958,1853,1546
LR999451.1,19700000,0.928379,0.6722,19800000,2931,1231,3040,2825,2225
LR999451.1,19800000,0.969699,0.65117,19900000,2572,1210,2745,2447,1990
LR999451.1,19900000,0.968385,0.6511,20000000,14258,13558,16686,18545,17757
LR999451.1,20000000,0.968269,0.65307,20100000,3163,1705,3540,3538,2744
LR999451.1,20100000,0.999093,0.62716,20200000,2976,1226,2819,2573,2286
LR999451.1,20200000,0.977822,0.63446,20300000,2904,1266,3210,2953,2406
LR999451.1,20300000,0.930939,0.64181,20400000,2634,1496,3137,2925,2407
LR999451.1,20400000,0.964459,0.65309,20500000,2707,1277,3049,3034,2252
LR999451.1,20500000,0.994239,0.66818,20600000,2481,1045,2589,2683,1933
LR999451.1,20600000,0.990457,0.67039,20700000,2921,1211,2781,2694,2179
LR999451.1,20700000,0.992927,0.64203,20800000,3363,1512,3497,3385,2794
LR999451.1,20800000,0.9841,0.6481,20900000,2717,1311,2979,2831,2208
LR999451.1,20900000,0.912943,0.65625,21000000,2087,1045,2405,2231,1846
LR999451.1,21000000,0.996627,0.66069,21100000,3578,1718,4170,2859,2756
LR999451.1,21100000,0.961696,0.67301,21200000,2562,1175,2440,2517,1913
LR999451.1,21200000,0.981254,0.66018,21300000,2278,1110,2741,2502,1992
LR999451.1,21300000,0.990868,0.65189,21400000,2918,1391,3058,3086,2255
LR999451.1,21400000,0.9961,0.65491,21500000,2462,1143,2809,2507,2060
LR999451.1,21500000,0.948918,0.66984,21600000,3006,1370,3119,2979,2385
LR999451.1,21600000,0.989295,0.63452,21700000,2945,1382,3044,3010,2200
LR999451.1,21700000,0.990459,0.65318,21800000,2558,1132,2876,2486,1999
LR999451.1,21800000,0.969952,0.64288,21900000,2757,1323,3275,3025,2387
LR999451.1,21900000,0.985371,0.66318,22000000,2547,1195,2729,2612,2164
LR999451.1,22000000,0.987151,0.65679,22100000,2832,1316,2912,2748,2188
LR999451.1,22100000,0.924053,0.64582,22200000,2801,1373,2698,2869,2311
LR999451.1,22200000,0.93932,0.65403,22300000,2383,1024,2706,2463,1941
LR999451.1,22300000,0.999615,0.63172,22400000,3405,1400,3158,3002,2589
LR999451.1,22400000,0.952484,0.64319,22500000,2556,1177,2695,3146,2012
LR999451.1,22500000,0.976886,0.63292,22600000,2743,1229,2994,2783,2231
LR999451.1,22600000,0.889903,0.61957,22700000,1891,940,2319,1976,1642
LR999451.1,22700000,0.992091,0.62878,22800000,3234,1570,3514,3340,2671
LR999451.1,22800000,0.951907,0.62068,22900000,3756,1902,3762,3753,2939
LR999451.1,22900000,0.730325,0.46465,23000000,11454,8663,11888,12319,9444
LR999451.1,23000000,0.933535,0.6212,23100000,13832,10440,11085,12254,9513
LR999451.1,23100000,0.804533,0.60803,23200000,3441,2657,3221,3398,2752
LR999451.1,23200000,0.957812,0.61592,23300000,2966,2351,3153,2861,2242
LR999451.1,23300000,0.955929,0.62137,23400000,1992,1592,2142,2097,1520
LR999451.1,23400000,0.979316,0.67004,23500000,2195,1830,2371,2363,1894
LR999451.1,23500000,0.94992,0.66591,23600000,2889,2056,2857,2929,2147
LR999451.1,23600000,0.906159,0.62937,23700000,2635,2059,2605,2786,2144
LR999451.1,23700000,0.961839,0.66019,23800000,2667,2096,2755,2883,2062
LR999451.1,23800000,0.935337,0.66191,23900000,2544,1978,2566,2609,1997
LR999451.1,23900000,0.987853,0.6756,24000000,2749,1986,3013,2675,2093
LR999451.1,24000000,0.905379,0.66264,24100000,2622,1789,2494,2323,2041
LR999451.1,24100000,0.930014,0.64464,24200000,3034,2487,3065,3353,2596
LR999451.1,24200000,0.90301,0.66464,24300000,2044,1488,2096,2070,1634
LR999451.1,24300000,0.940292,0.67005,24400000,2483,1916,2469,2476,1668
LR999451.1,24400000,0.900428,0.64614,24500000,3440,2549,3253,3193,2686
LR999451.1,24500000,0.953058,0.64394,24600000,6937,4758,5084,6075,4354
LR999451.1,24600000,0.973994,0.65998,24700000,2921,1904,2729,2554,1997
LR999451.1,24700000,0.959376,0.66102,24800000,2634,2014,2888,2835,2164
LR999451.1,24800000,0.928362,0.66894,24900000,2626,2044,2807,2582,2071
LR999451.1,24900000,0.867231,0.65353,25000000,1825,1404,1702,1772,1533
LR999451.1,25000000,0.846087,0.6365,25100000,2253,1720,2385,2456,1792
LR999451.1,25100000,0.570782,0.37646,25200000,8010,7814,8050,11680,6803
LR999452.1,0,0.472615,0.37152,100000,1647,1380,1451,1664,1261
LR999452.1,100000,0.985568,0.62371,200000,4958,2809,3529,3437,2795
LR999452.1,200000,0.942117,0.64039,300000,3423,2245,3123,2453,2364
LR999452.1,300000,0.94047,0.63517,400000,2782,1768,2337,2269,1716
LR999452.1,400000,0.968065,0.64372,500000,3154,1863,2506,2115,1835
LR999452.1,500000,0.781675,0.52063,600000,2997,1694,2407,2327,1768
LR999452.1,600000,0.888542,0.63966,700000,3442,1855,2508,2455,1997
LR999452.1,700000,0.99813,0.63989,800000,3017,2324,2839,2680,2103
LR999452.1,800000,0.984426,0.64321,900000,2630,2058,2720,2812,2109
LR999452.1,900000,0.994505,0.65771,1000000,2482,1734,2297,2324,1912
LR999452.1,1000000,0.990926,0.64927,1100000,2135,2118,2753,2238,2000
LR999452.1,1100000,0.94727,0.65844,1200000,2553,1962,2531,2432,1959
LR999452.1,1200000,0.9686,0.65631,1300000,2902,2326,3197,3204,2563
LR999452.1,1300000,0.963896,0.64189,1400000,3188,2504,3448,3393,2688
LR999452.1,1400000,0.983627,0.66668,1500000,2783,2025,2908,2618,2058
LR999452.1,1500000,0.992546,0.65708,1600000,2478,1907,2715,2424,2007
LR999452.1,1600000,0.970285,0.65923,1700000,3016,2158,2951,2970,2281
LR999452.1,1700000,0.990106,0.63721,1800000,2730,2486,2996,3209,2383
LR999452.1,1800000,0.964057,0.66181,1900000,2650,1968,3053,2509,2097
LR999452.1,1900000,0.987162,0.67033,2000000,2364,1941,2730,2429,1932
LR999452.1,2000000,0.677693,0.52452,2100000,3495,2493,2822,3065,2475
LR999452.1,2100000,0.620988,0.52477,2200000,2895,1467,1710,1914,1502
LR999452.1,2200000,0.971814,0.65263,2300000,3867,2589,3417,3577,2816
LR999452.1,2300000,0.925351,0.6386,2400000,2631,2311,2853,2655,2271
LR999452.1,2400000,0.883925,0.65867,2500000,2384,1890,2569,2641,1955
LR999452.1,2500000,0.958229,0.66804,2600000,3419,2923,3678,3790,2869
LR999452.1,2600000,0.995944,0.65028,2700000,2436,1833,2576,2432,1913
LR999452.1,2700000,0.958335,0.65597,2800000,3017,2225,3035,3119,2322
LR999452.1,2800000,0.978882,0.64533,2900000,21776,19209,23911,31407,21128
LR999452.1,2900000,0.983219,0.67857,3000000,2713,2008,2848,2770,2166
LR999452.1,3000000,0.972475,0.67042,3100000,2605,1965,2596,2655,2090
LR999452.1,3100000,0.922155,0.6542,3200000,2025,1510,2015,1833,1511
LR999452.1,3200000,0.893025,0.65265,3300000,2123,1535,1998,2190,1588
LR999452.1,3300000,0.993548,0.65543,3400000,2839,2381,3079,2987,2331
LR999452.1,3400000,0.976899,0.6511,3500000,3079,2629,3353,3263,2535
LR999452.1,3500000,0.956743,0.64923,3600000,2447,1936,2585,2426,1881
LR999452.1,3600000,0.973035,0.64699,3700000,2694,2348,2791,2694,2244
LR999452.1,3700000,0.990458,0.64987,3800000,2653,2172,2914,2638,2146
LR999452.1,3800000,0.911579,0.6568,3900000,2365,1893,2655,2485,1983
LR999452.1,3900000,0.977856,0.65681,4000000,2688,2127,3226,2821,2207
LR999452.1,4000000,0.99765,0.62869,4100000,3093,2593,3465,3345,2720
LR999452.1,4100000,0.422421,0.37086,4200000,12145,10571,11648,12801,9716
LR999452.1,4200000,0.423744,0.37568,4300000,23007,17407,24500,27915,17228
LR999452.1,4300000,0.928427,0.63427,4400000,15786,15621,18801,20171,19232
LR999452.1,4400000,0.628529,0.50388,4500000,2225,2127,2729,2580,2129
LR999452.1,4500000,0.578344,0.49303,4600000,3139,2769,3224,3307,2788
LR999452.1,4600000,0.893607,0.6217,4700000,2529,1953,2536,2424,2034
LR999452.1,4700000,0.725155,0.51195,4800000,6002,4561,5209,6669,4263
LR999452.1,4800000,0.593755,0.49026,4900000,24979,16504,26749,27572,20221
LR999452.1,4900000,0.419116,0.38252,5000000,306486,262642,355163,397046,363017
LR999452.1,5000000,0.725143,0.51135,5100000,802473,748005,1004166,1070515,1004044
LR999452.1,5100000,0.638508,0.50906,5200000,79151,71688,107025,106458,99330
LR999452.1,5200000,0.931227,0.64197,5300000,2246,1727,2099,2210,1835
LR999452.1,5300000,0.974286,0.65122,5400000,3268,2555,3440,3156,2611
LR999452.1,5400000,0.978426,0.64388,5500000,3595,3146,3820,3865,2952
LR999452.1,5500000,0.97478,0.6414,5600000,19489,19464,25171,25418,24805
LR999452.1,5600000,0.984539,0.64412,5700000,2019,1583,2012,2214,1621
LR999452.1,5700000,0.992996,0.65568,5800000,3627,2836,3812,3714,2945
LR999452.1,5800000,0.848522,0.63767,5900000,3566,2853,3451,3711,2812
LR999452.1,5900000,0.975526,0.65705,6000000,3196,2600,3323,3429,2664
LR999452.1,6000000,0.902387,0.65722,6100000,2279,1633,2263,2502,1793
LR999452.1,6100000,0.954579,0.65417,6200000,2469,1873,2466,2700,1985
LR999452.1,6200000,0.981844,0.66587,6300000,2717,2057,2709,2592,2200
LR999452.1,6300000,0.952095,0.67566,6400000,2560,1808,2537,2586,1844
LR999452.1,6400000,0.997812,0.66416,6500000,2776,2457,2836,3163,2435
LR999452.1,6500000,0.967563,0.67875,6600000,2247,1622,2526,2320,1764
LR999452.1,6600000,0.966149,0.68098,6700000,2396,1663,2527,2386,1781
LR999452.1,6700000,0.978845,0.67493,6800000,3307,2465,3515,3669,2593
LR999452.1,6800000,0.98654,0.66619,6900000,3501,2422,3299,3245,2316
LR999452.1,6900000,0.996135,0.6707,7000000,2436,1943,2884,2634,2081
LR999452.1,7000000,0.986417,0.68256,7100000,2117,1508,2470,2220,1655
LR999452.1,7100000,0.985005,0.66112,7200000,2836,2154,2843,2775,2256
LR999452.1,7200000,0.910362,0.67283,7300000,2154,1535,2127,2045,1539
LR999452.1,7300000,0.960619,0.67152,7400000,2691,2033,2918,2795,2075
LR999452.1,7400000,0.992327,0.67186,7500000,2410,1789,2399,2507,1951
LR999452.1,7500000,0.949368,0.65937,7600000,2716,1991,2682,2714,2025
LR999452.1,7600000,0.978121,0.66876,7700000,2740,1849,2616,2469,1923
LR999452.1,7700000,0.989899,0.64842,7800000,2750,2267,2972,2707,2241
LR999452.1,7800000,0.966097,0.67928,7900000,2862,2219,2904,2848,2275
LR999452.1,7900000,0.971846,0.65588,8000000,2945,2374,3101,3196,2395
LR999452.1,8000000,0.99752,0.63384,8100000,3268,2666,3514,3345,2705
LR999452.1,8100000,0.976995,0.6437,8200000,2907,2361,2906,2866,2188
LR999452.1,8200000,0.973919,0.6421,8300000,3067,2511,3027,3062,2491
LR999452.1,8300000,0.998193,0.65272,8400000,3202,2494,3426,3108,2535
LR999452.1,8400000,0.978463,0.67649,8500000,2522,2029,2761,2541,2065
LR999452.1,8500000,0.97444,0.66667,8600000,2577,2046,2913,2787,2193
LR999452.1,8600000,0.979731,0.65709,8700000,2700,2033,2879,2611,2110
LR999452.1,8700000,0.993867,0.64936,8800000,2543,2041,2845,2622,2053
LR999452.1,8800000,0.995916,0.65166,8900000,2855,2294,3148,3025,2338
LR999452.1,8900000,0.983522,0.66144,9000000,2808,2247,3107,3010,2362
LR999452.1,9000000,0.952121,0.66571,9100000,1252,1028,1355,1373,995
LR999452.1,9100000,0.992605,0.6449,9200000,2623,2180,3095,2810,2200
LR999452.1,9200000,0.993033,0.65504,9300000,2630,2176,3049,2764,2148
LR999452.1,9300000,0.994756,0.66979,9400000,2526,1870,2693,2448,2106
LR999452.1,9400000,0.988208,0.66867,9500000,2757,1996,2917,2753,2053
LR999452.1,9500000,0.97572,0.64734,9600000,2586,2057,2684,2780,2107
