chr,start,mappability,gc_content,end,LL_RS2L_G1_1,LL_RS2L_G1_2,LL_RS2L_G1_3
chr1,980000,0.997161,0.648,1000000,3239,4327,4594
chr1,1000000,0.960218,0.61695,1020000,2350,3331,3607
chr1,1020000,0.999325,0.63,1040000,3017,4240,4313
chr1,1040000,1,0.61945,1060000,2815,3875,3869
chr1,1060000,0.959713,0.6592,1080000,3423,4420,4849
chr1,1080000,0.960433,0.64305,1100000,2902,3770,4301
chr1,1100000,0.955225,0.65415,1120000,3386,4261,4741
chr1,1120000,0.956083,0.63645,1140000,2895,3773,4034
chr1,1140000,0.9998,0.6002,1160000,2571,3654,3613
chr1,1160000,0.99905,0.59775,1180000,2446,3459,3632
chr1,1180000,0.967218,0.656,1200000,3273,4344,4740
chr1,1200000,0.976629,0.62335,1220000,3200,4238,4355
chr1,1220000,0.99675,0.62255,1240000,3050,4133,4447
chr1,1240000,0.971455,0.65865,1260000,3250,4225,4810
chr1,1260000,0.995091,0.6582,1280000,3497,4759,5133
chr1,1280000,0.938609,0.6698,1300000,3045,3949,4671
chr1,1300000,1,0.6226,1320000,2692,3746,3934
chr1,1320000,0.941875,0.6388,1340000,2951,3925,4264
chr1,1340000,0.963977,0.65765,1360000,3198,4279,4777
chr1,1360000,0.937671,0.6873,1380000,3776,4506,5294
chr1,1380000,0.9909,0.65055,1400000,3457,4427,5110
chr1,1400000,0.976692,0.61375,1420000,2721,3857,3761
chr1,1420000,0.661957,0.6266,1440000,1954,2648,2884
chr1,1440000,1,0.62925,1460000,3085,4295,4117
chr1,1460000,0.727249,0.62215,1480000,1934,2370,2998
chr1,1480000,0.994853,0.59555,1500000,2190,3186,3226
chr1,1500000,0.995175,0.61905,1520000,2849,3978,3983
chr1,1520000,0.994983,0.6475,1540000,3269,4509,4819
chr1,1540000,1,0.6406,1560000,3164,4288,4491
chr1,1560000,0.897817,0.63305,1580000,2833,3868,4013
chr1,1580000,0.957119,0.65145,1600000,3350,4247,4947
chr1,1600000,1,0.6345,1620000,3168,4163,4405
chr1,1620000,0.937956,0.67455,1640000,3520,4316,4990
chr1,1640000,0.991725,0.56965,1660000,2946,4071,4345
chr1,1660000,0.891884,0.64095,1680000,2821,3558,4127
chr1,1680000,0.978202,0.6178,1700000,2862,3969,4233
chr1,1700000,0.960046,0.6487,1720000,3283,4240,4454
chr1,1720000,0.996761,0.6467,1740000,3341,4506,4783
chr1,1740000,0.997675,0.61565,1760000,2730,3817,3630
chr1,1760000,0.980992,0.6799,1780000,3674,4965,5531
chr1,1780000,0.986257,0.6376,1800000,3037,4095,4542
chr1,1800000,0.998063,0.64975,1820000,3387,4490,4640
chr1,1820000,0.99255,0.62125,1840000,2842,4150,4064
chr1,1840000,1,0.6247,1860000,3102,4209,4548
chr1,1860000,0.987946,0.61305,1880000,2653,3814,3911
chr1,1880000,1,0.63005,1900000,2999,4231,4405
chr1,1900000,0.994929,0.62305,1920000,2874,3962,4085
chr1,1920000,0.839144,0.63825,1940000,6868,8565,6109
chr1,1940000,0.957829,0.65005,1960000,3031,3851,4534
chr1,1960000,1,0.62165,1980000,2944,4107,4077
chr1,1980000,0.766715,0.5938,2000000,2117,2854,3241
chr1,2000000,0.99885,0.63,2020000,2853,3815,4450
chr1,2020000,0.995175,0.62905,2040000,3004,4253,4254
chr1,2040000,1,0.6199,2060000,2721,3873,4100
chr1,2060000,0.953555,0.64955,2080000,3412,4360,4843
chr1,2080000,0.986292,0.6647,2100000,3278,4354,4890
chr1,2100000,0.700219,0.6435,2120000,1740,2307,2471
chr1,2120000,0.514929,0.61305,2140000,351,601,662
chr1,2140000,0.758444,0.6079,2160000,2019,2765,3388
chr1,2160000,0.997733,0.64395,2180000,3228,4257,4769
chr1,2180000,0.844464,0.64415,2200000,2675,3578,3906
chr1,2200000,0.932166,0.66415,2220000,3266,4322,4727
chr1,2220000,1,0.61805,2240000,2367,3476,3327
chr1,2240000,0.961376,0.60455,2260000,2607,3610,3563
chr1,2260000,0.997533,0.64205,2280000,3077,4367,4670
chr1,2280000,0.99945,0.62275,2300000,2902,4011,4251
chr1,2300000,0.998992,0.61975,2320000,2821,3799,3967
chr1,2320000,0.764567,0.61465,2340000,2273,3127,3406
chr1,2340000,0.985504,0.62265,2360000,2947,4071,4140
chr1,2360000,0.99595,0.6453,2380000,3179,4250,4481
chr1,2380000,0.974712,0.6649,2400000,3250,4211,4538
chr1,2400000,0.996317,0.64725,2420000,3124,4324,4559
chr1,2420000,0.99443,0.634,2440000,3100,4366,4244
chr1,2440000,1,0.62275,2460000,2785,4049,3941
chr1,2460000,1,0.6193,2480000,2747,3984,3881
chr1,2480000,0.997733,0.6219,2500000,2946,4276,4241
chr1,2500000,0.985025,0.64715,2520000,3206,4220,4286
chr1,2520000,0.967525,0.62605,2540000,2730,3964,3888
chr1,2540000,0.975678,0.6797,2560000,3952,5086,5593
chr1,2560000,0.97937,0.6158,2580000,2758,3841,3787
chr1,2580000,0.999504,0.60265,2600000,2527,3751,3636
chr1,2600000,1,0.64295,2620000,2993,4225,4016
chr1,2620000,0.978762,0.63495,2640000,3446,4471,4973
chr1,2640000,1,0.61565,2660000,2737,3676,3901
chr1,2660000,1,0.6231,2680000,2742,3924,3906
chr1,2680000,0.944417,0.6483,2700000,2957,4028,4396
chr1,2700000,0.998825,0.6226,2720000,2962,4034,4212
chr1,2720000,0.978562,0.61185,2740000,2585,3791,3751
chr1,2740000,1,0.61035,2760000,2419,3561,3434
chr1,2760000,0.989152,0.628,2780000,3000,4166,4473
chr1,2780000,0.984375,0.62945,2800000,3102,4113,4431
chr1,2800000,0.9919,0.6289,2820000,2995,4134,4199
chr1,2820000,0.79848,0.57485,2840000,1882,2542,2951
chr1,2840000,0.720992,0.5963,2860000,2207,2806,3330
chr1,2860000,0.981399,0.64685,2880000,2982,3938,4291
chr1,2880000,0.993775,0.62705,2900000,2798,3753,4009
chr1,2900000,0.969275,0.60725,2920000,2718,3925,4010
chr1,2920000,0.996992,0.63145,2940000,3931,5582,5583
chr1,2940000,0.976881,0.63145,2960000,2910,4062,4079
chr1,2960000,1,0.6294,2980000,3109,4656,4344
chr1,2980000,0.9987,0.6018,3000000,2874,4120,4012
chr1,3000000,0.88405,0.6223,3020000,2740,3649,3897
chr1,3020000,0.991727,0.6246,3040000,3070,4229,4148
chr1,3040000,0.843998,0.63565,3060000,2090,2715,3259
chr1,3060000,1,0.628,3080000,2927,4179,4151
chr1,3080000,0.921805,0.6568,3100000,3136,4301,4587
chr1,3100000,0.950342,0.6685,3120000,3290,4239,4938
chr1,3120000,0.999699,0.6226,3140000,3142,4213,4469
chr1,3140000,0.990161,0.6394,3160000,3063,4004,4583
chr1,3160000,0.829763,0.6076,3180000,2279,3037,3314
chr1,3180000,0.99955,0.64795,3200000,3339,4511,4834
chr1,3200000,0.877382,0.6229,3220000,2432,3356,3393
chr1,3220000,0.969161,0.6487,3240000,3296,4157,4739
chr1,3240000,0.974048,0.61985,3260000,2872,4103,4080
chr1,3260000,0.925049,0.64645,3280000,3171,4190,4361
chr1,3280000,0.895216,0.60925,3300000,2268,3104,3184
chr1,3300000,0.994883,0.65915,3320000,4105,5006,5461
chr1,3320000,0.526775,0.64895,3340000,811,973,1237
chr1,3340000,0.767454,0.60775,3360000,1541,2133,2180
chr1,3360000,0.98705,0.65245,3380000,3181,4248,4835
chr1,3380000,0.9741,0.6322,3400000,2879,3827,4130
chr1,3400000,0.989378,0.63225,3420000,3109,4215,4541
chr1,3420000,0.9942,0.6582,3440000,3577,4775,5217
chr1,3440000,0.999475,0.64055,3460000,3201,4473,4626
chr1,3460000,0.917527,0.6429,3480000,2949,3953,4493
chr1,3480000,0.764006,0.59875,3500000,2116,2865,3328
chr1,3500000,1,0.6248,3520000,2996,4143,3887
chr1,3520000,0.993392,0.6496,3540000,3227,4594,4978
chr1,3540000,1,0.62775,3560000,2927,4254,4187
chr1,3560000,0.994783,0.63855,3580000,3266,4253,4741
chr1,3580000,0.999967,0.61165,3600000,2716,3875,3767
chr1,3600000,1,0.6414,3620000,3066,4237,4125
chr1,3620000,0.996252,0.6572,3640000,3377,4702,5045
chr1,3640000,0.664182,0.5346,3660000,1537,1753,2273
chr1,3660000,0.992981,0.62395,3680000,3005,3165,4170
chr1,3680000,0.993484,0.6218,3700000,2938,3223,4129
chr1,3700000,0.946015,0.65615,3720000,2861,2898,4376
chr1,3720000,0.81851,0.63845,3740000,2738,2696,4098
chr1,3740000,0.59395,0.59085,3760000,1418,1547,2123
chr1,3760000,0.98423,0.6152,3780000,2669,2943,3636
chr1,3780000,0.934191,0.6416,3800000,2825,2881,4351
chr1,3800000,1,0.63645,3820000,2930,3131,4266
chr1,3820000,0.9984,0.6497,3840000,3360,3408,4766
chr1,3840000,0.887577,0.6257,3860000,2560,2455,3810
chr1,3860000,0.958854,0.67965,3880000,3466,3289,5294
chr1,3880000,1,0.6196,3900000,2942,3038,4110
chr1,3900000,0.984617,0.63125,3920000,3064,3248,4419
chr1,3920000,0.936812,0.63365,3940000,2818,2890,4041
chr1,3940000,0.984907,0.6353,3960000,3157,3217,4562
chr1,3960000,0.931607,0.6315,3980000,2915,3018,3991
chr1,3980000,0.760813,0.58525,4000000,1897,1892,2812
chr1,4000000,0.92292,0.63045,4020000,2717,2849,4013
chr1,4020000,0.992827,0.6376,4040000,3103,3518,4606
chr1,4040000,0.988569,0.6273,4060000,3095,3271,4652
chr1,4060000,1,0.62935,4080000,3002,3234,4295
chr1,4080000,0.976272,0.64535,4100000,3150,3248,4434
chr1,4100000,0.98358,0.6254,4120000,2758,2972,4054
chr1,4120000,0.945673,0.6744,4140000,3725,3402,5410
chr1,4140000,0.934469,0.65325,4160000,3069,3095,4439
chr1,4160000,0.955367,0.6195,4180000,2855,2943,4278
chr1,4180000,0.99795,0.6085,4200000,2620,2736,3591
chr1,4200000,0.986613,0.63485,4220000,2931,2876,4314
chr1,4220000,0.9973,0.60565,4240000,2505,2830,3491
chr1,4240000,0.909963,0.5958,4260000,2242,2470,3242
chr1,4260000,0.970852,0.6232,4280000,2844,3042,4079
chr1,4280000,0.965558,0.6423,4300000,2997,3261,4454
chr1,4300000,0.465518,0.64945,4320000,1251,1246,2146
chr1,4320000,0.971651,0.63695,4340000,2911,3014,4034
chr1,4340000,0.994186,0.63965,4360000,3065,3123,4288
chr1,4360000,0.99455,0.6545,4380000,3542,3479,5020
chr1,4380000,1,0.63485,4400000,3139,3224,4503
chr1,4400000,0.984642,0.62315,4420000,3027,3196,4387
chr1,4420000,0.984705,0.64295,4440000,2996,3018,4558
chr1,4440000,0.982986,0.652,4460000,3241,3118,4640
chr1,4460000,0.973812,0.632,4480000,3049,3020,4633
chr1,4480000,0.950166,0.63595,4500000,3034,3026,4131
chr1,4500000,0.953248,0.63165,4520000,2795,2893,4098
chr1,4520000,0.994225,0.6012,4540000,2805,2925,3923
chr1,4540000,1,0.61255,4560000,2836,3060,4107
chr1,4560000,0.492505,0.6104,4580000,1124,1211,1698
chr1,4580000,0.80921,0.6055,4600000,2054,2049,2985
chr1,4600000,0.993522,0.65575,4620000,3359,3440,4986
chr1,4620000,0.969945,0.65525,4640000,3104,3171,4459
chr1,4640000,0.791269,0.6057,4660000,2032,1955,3335
chr1,4660000,0.969063,0.62395,4680000,2513,2676,3625
chr1,4680000,0.890688,0.6312,4700000,2748,2944,3953
chr1,4700000,0.934853,0.6546,4720000,3233,3121,4766
chr1,4720000,1,0.63105,4740000,3179,3397,4561
chr1,4740000,0.959452,0.66285,4760000,3282,3251,4813
chr1,4760000,0.894987,0.6387,4780000,2625,2621,3856
chr1,4780000,0.976742,0.6499,4800000,3270,3221,4545
chr1,4800000,0.96529,0.6496,4820000,3136,3015,4508
chr1,4820000,0.974228,0.65075,4840000,2899,2873,4464
chr1,4840000,1,0.6319,4860000,2952,3130,4294
chr1,4860000,0.988478,0.6377,4880000,3030,3117,4508
chr1,4880000,0.999258,0.63295,4900000,2833,2978,4033
chr1,4900000,0.99195,0.61755,4920000,2766,2930,3722
chr1,4920000,0.940333,0.61625,4940000,2423,2507,3572
chr1,4940000,0.990689,0.60705,4960000,2642,2751,3769
chr1,4960000,1,0.63295,4980000,3127,3223,4274
chr1,4980000,0.994755,0.6557,5000000,3533,3451,4980
chr1,5000000,0.959652,0.64135,5020000,2907,3150,4400
chr1,5020000,1,0.64525,5040000,3150,3262,4617
chr1,5040000,0.984125,0.64935,5060000,3245,3450,4588
chr1,5060000,0.969891,0.6546,5080000,3413,3470,4986
chr1,5080000,0.730133,0.59605,5100000,1992,1877,3070
chr1,5100000,0.696762,0.68425,5120000,1674,1569,2653
chr1,5120000,0.603329,0.5922,5140000,1718,1661,2619
chr1,5140000,0.962012,0.5993,5160000,2556,2634,3679
chr1,5160000,0.984409,0.6351,5180000,2970,3102,4360
chr1,5180000,1,0.6148,5200000,2927,2978,3854
chr1,5200000,0.972314,0.6109,5220000,2581,2789,3684
chr1,5220000,0.943191,0.6659,5240000,3402,3150,4574
chr1,5240000,0.99935,0.63165,5260000,3156,3340,4377
chr1,5260000,0.970071,0.6685,5280000,3622,3474,5224
chr1,5280000,0.853428,0.58645,5300000,2260,2260,3472
chr1,5300000,0.929967,0.65375,5320000,3317,3116,5072
chr1,5320000,0.999,0.64285,5340000,3276,3386,4811
chr1,5340000,0.951585,0.6593,5360000,3482,3319,4981
chr1,5360000,0.9405,0.6434,5380000,3105,3146,4490
chr1,5380000,1,0.6413,5400000,3175,3246,4527
chr1,5400000,1,0.63245,5420000,3264,3289,4396
chr1,5420000,0.861239,0.61145,5440000,2317,2573,3143
chr1,5440000,0.900336,0.6222,5460000,2302,2489,3270
chr1,5460000,1,0.6542,5480000,3513,3529,4908
chr1,5480000,0.973799,0.6337,5500000,2940,3069,4259
chr1,5500000,0.977725,0.6212,5520000,3037,3251,4361
chr1,5520000,0.991996,0.67925,5540000,3955,3877,5540
chr1,5540000,0.990672,0.694,5560000,4015,3855,5915
chr1,5560000,0.998303,0.63925,5580000,3279,3395,4779
chr1,5580000,1,0.64295,5600000,3353,3393,4647
chr1,5600000,0.72573,0.62365,5620000,2286,2330,3354
chr1,5620000,0.996533,0.6598,5640000,3250,3387,4775
chr1,5640000,0.61625,0.5792,5660000,1206,1280,1804
chr1,5660000,0.929398,0.6368,5680000,2902,3109,4185
chr1,5680000,0.956662,0.6546,5700000,3334,3254,4850
chr1,5700000,0.71432,0.5654,5720000,1860,2088,2897
chr1,5720000,0.910662,0.65775,5740000,2914,3044,4113
chr1,5740000,0.994197,0.6374,5760000,3031,3076,4294
chr1,5760000,0.998167,0.6453,5780000,3229,3317,4497
chr1,5780000,0.931808,0.62475,5800000,2656,2733,3853
chr1,5800000,0.98049,0.6408,5820000,3318,3351,4505
chr1,5820000,0.995186,0.67775,5840000,3755,3617,5319
chr1,5840000,0.928065,0.64055,5860000,2549,2516,3937
chr1,5860000,0.987846,0.6487,5880000,3331,3333,4638
chr1,5880000,1,0.6175,5900000,2061,2090,2791
chr1,5900000,0.9781,0.63445,5920000,2648,2748,3720
chr1,5920000,0.98009,0.6459,5940000,3349,3349,4878
chr1,5940000,1,0.614,5960000,2877,3114,4002
chr1,5960000,0.792902,0.67015,5980000,2375,2203,3519
chr1,5980000,0.908638,0.6567,6000000,3032,3006,4449
chr1,6000000,1,0.62035,6020000,3029,3085,4367
chr1,6020000,0.990275,0.63635,6040000,2940,3048,4157
chr1,6040000,0.840743,0.57905,6060000,2157,2168,2734
chr1,6060000,0.98425,0.6385,6080000,3123,3159,3311
chr1,6080000,1,0.6324,6100000,3050,3003,3359
chr1,6100000,1,0.6402,6120000,3299,3248,3553
chr1,6120000,0.980689,0.63185,6140000,3344,3364,3941
chr1,6140000,0.833442,0.6786,6160000,3387,3239,3606
chr1,6160000,0.837925,0.6383,6180000,2579,2616,2758
chr1,6180000,0.812887,0.6487,6200000,2408,2414,2668
chr1,6200000,0.9653,0.63125,6220000,2864,3089,3203
chr1,6220000,0.986806,0.70505,6240000,4403,3951,4921
chr1,6240000,0.993239,0.65915,6260000,3544,3545,3751
chr1,6260000,0.997425,0.65535,6280000,3497,3510,3838
chr1,6280000,0.989175,0.65735,6300000,3474,3691,3839
chr1,6300000,1,0.6451,6320000,3195,3451,3527
chr1,6320000,0.622002,0.6294,6340000,1910,1742,2512
chr1,6340000,0.984883,0.6739,6360000,3698,3578,4051
chr1,6360000,0.993995,0.65405,6380000,3382,3500,3921
chr1,6380000,0.9806,0.67535,6400000,3506,3495,4047
chr1,6400000,0.886042,0.6517,6420000,2737,2662,3100
chr1,6420000,1,0.65925,6440000,3602,3782,4059
chr1,6440000,1,0.6083,6460000,2666,2874,2884
chr1,6460000,1,0.65365,6480000,3554,3660,3780
chr1,6480000,1,0.6264,6500000,3035,3055,3121
chr1,6500000,0.91244,0.6671,6520000,3353,3277,3816
chr1,6520000,0.991483,0.64015,6540000,3234,3306,3346
chr1,6540000,0.990533,0.6748,6560000,3891,3505,4260
chr1,6560000,1,0.6358,6580000,3287,3395,3343
chr1,6580000,0.95365,0.61645,6600000,2626,2777,2982
chr1,6600000,0.508379,0.66005,6620000,1000,927,1104
chr1,6620000,0.627415,0.65425,6640000,1349,1462,1617
chr1,6640000,0.85873,0.6442,6660000,2603,2766,2821
chr1,6660000,0.905506,0.6399,6680000,2732,2831,2979
chr1,6680000,0.963782,0.6473,6700000,3271,3394,3461
chr1,6700000,0.989316,0.6576,6720000,3710,3565,3981
chr1,6720000,0.901829,0.66135,6740000,3128,3008,3292
chr1,6740000,0.997083,0.63835,6760000,3117,3270,3232
chr1,6760000,0.756515,0.62575,6780000,2340,2157,2696
chr1,6780000,0.919634,0.62375,6800000,2897,2859,3271
chr1,6800000,0.970039,0.6268,6820000,2775,3098,3081
chr1,6820000,0.997425,0.63545,6840000,3014,3009,3240
chr1,6840000,0.787813,0.64965,6860000,2752,2574,3003
chr1,6860000,0.965871,0.6637,6880000,3418,3407,3738
chr1,6880000,1,0.6535,6900000,3462,3592,3738
chr1,6900000,0.992125,0.62405,6920000,2940,3144,3125
chr1,6920000,0.803404,0.62165,6940000,2608,2511,2981
chr1,6940000,0.984367,0.6482,6960000,3301,3482,3722
chr1,6960000,0.985444,0.6604,6980000,3517,3292,3891
chr1,6980000,0.984825,0.6435,7000000,3277,3362,3622
chr1,7000000,0.991207,0.6292,7020000,2944,2989,3175
chr1,7020000,0.983996,0.6535,7040000,3346,3360,3708
chr1,7040000,0.893316,0.65645,7060000,3063,3141,3393
chr1,7060000,1,0.6565,7080000,3736,3693,3965
chr1,7080000,0.846146,0.5991,7100000,1992,2261,2176
chr1,7100000,0.9995,0.61495,7120000,2889,3181,3040
chr1,7120000,0.825612,0.5887,7140000,2552,2310,2863
chr1,7140000,1,0.5883,7160000,2502,2818,2664
chr1,7160000,1,0.5905,7180000,2436,2624,2540
chr1,7180000,0.9447,0.5969,7200000,2457,2739,2543
chr1,7200000,0.9984,0.6038,7220000,2541,2691,2591
chr1,7220000,0.977532,0.63555,7240000,3139,3172,3439
chr1,7240000,1,0.6081,7260000,2800,2859,2713
chr1,7260000,0.997818,0.61895,7280000,2885,3148,3015
chr1,7280000,0.97871,0.6143,7300000,2704,2826,3001
chr1,7300000,0.684905,0.6619,7320000,1808,1796,2125
chr1,7320000,0.997133,0.61695,7340000,2958,3023,3125
chr1,7340000,0.739725,0.6145,7360000,1878,1879,2001
chr1,7360000,0.891166,0.6287,7380000,2705,2652,2955
chr1,7380000,0.934595,0.615,7400000,2440,2429,2687
chr1,7400000,0.994893,0.6123,7420000,2548,2732,2863
chr1,7420000,0.993067,0.6436,7440000,3251,3371,3625
chr1,7440000,0.991474,0.61265,7460000,3010,3191,3403
chr1,7460000,0.931492,0.66765,7480000,3122,3214,3703
chr1,7480000,1,0.6121,7500000,2723,2977,2995
chr1,7500000,0.98775,0.62415,7520000,2962,3125,3119
chr1,7520000,1,0.6167,7540000,2875,2943,2910
chr1,7540000,1,0.5966,7560000,1860,2791,2548
chr1,7560000,1,0.60115,7580000,1644,2794,2666
chr1,7580000,1,0.6101,7600000,1787,2911,2853
chr1,7600000,0.974969,0.6404,7620000,1945,3059,3278
chr1,7620000,0.758819,0.59545,7640000,1325,1932,2380
chr1,7640000,0.893362,0.63315,7660000,1714,2758,2944
chr1,7660000,0.926073,0.5993,7680000,1573,2372,2731
chr1,7680000,0.994498,0.6898,7700000,2732,3826,4437
chr1,7700000,0.99955,0.65815,7720000,2345,3482,3784
chr1,7720000,0.984878,0.63045,7740000,2066,3259,3298
chr1,7740000,1,0.6148,7760000,1924,3182,3005
chr1,7760000,0.941891,0.62805,7780000,1784,2856,2870
chr1,7780000,1,0.60555,7800000,1549,2588,2550
chr1,7800000,0.900815,0.63275,7820000,1755,2398,2888
chr1,7820000,0.999525,0.6129,7840000,1855,3051,2910
chr1,7840000,0.998904,0.64915,7860000,2198,3381,3615
chr1,7860000,0.981942,0.6193,7880000,1744,3032,2819
chr1,7880000,0.996578,0.6688,7900000,2407,3402,3821
chr1,7900000,0.99905,0.6244,7920000,2031,3032,3200
chr1,7920000,0.935312,0.6608,7940000,2125,2935,3465
chr1,7940000,0.92279,0.6393,7960000,1937,2887,3001
chr1,7960000,0.961219,0.6614,7980000,2192,3261,3678
chr1,7980000,0.982457,0.6319,8000000,1954,3038,3191
chr1,8000000,0.984575,0.5945,8020000,1658,2654,2731
chr1,8020000,0.99103,0.6198,8040000,1796,2981,2998
chr1,8040000,0.937699,0.63695,8060000,1924,2892,3323
chr1,8060000,0.757716,0.6497,8080000,125733,137907,125005
chr1,8080000,0.866208,0.6356,8100000,1610,2468,2733
chr1,8100000,0.979305,0.65315,8120000,2292,3390,3768
chr1,8120000,0.401138,0.6847,8140000,289,385,650
chr1,8140000,0.434305,0.69955,8160000,410,474,824
chr1,8160000,0.639373,0.66555,8180000,1064,1575,1838
chr1,8180000,1,0.6188,8200000,1893,3042,3041
chr1,8200000,0.9951,0.6266,8220000,1813,2998,2986
chr1,8220000,1,0.61885,8240000,1709,2718,2885
chr1,8240000,1,0.6232,8260000,1781,2808,2844
chr1,8260000,1,0.60885,8280000,1786,2742,2646
chr1,8280000,0.980736,0.65645,8300000,2199,3029,3559
chr1,8300000,0.958755,0.6469,8320000,2047,3075,3342
chr1,8320000,0.999767,0.6409,8340000,2046,3299,3407
chr1,8340000,0.985899,0.63235,8360000,1931,2991,3166
chr1,8360000,0.936502,0.6204,8380000,1766,2686,2881
chr1,8380000,0.989407,0.6392,8400000,2055,3153,3215
chr1,8400000,0.949129,0.6294,8420000,1730,2876,3007
chr1,8420000,0.903477,0.61125,8440000,1696,2647,2837
chr1,8440000,1,0.6439,8460000,2210,3332,3448
chr1,8460000,0.993203,0.61855,8480000,2121,3341,3333
chr1,8480000,1,0.61585,8500000,1858,2918,2948
chr1,8500000,0.978745,0.6423,8520000,2164,3268,3438
chr1,8520000,0.87835,0.6234,8540000,1352,2326,2289
chr1,8540000,1,0.6413,8560000,3273,5195,4038
chr1,8560000,1,0.62725,8580000,2067,3287,3238
chr1,8580000,0.999975,0.6335,8600000,2135,3373,3496
chr1,8600000,1,0.61825,8620000,2012,3182,3059
chr1,8620000,1,0.6177,8640000,1939,3042,2997
chr1,8640000,0.9141,0.6282,8660000,1852,2617,3229
chr1,8660000,0.877709,0.64835,8680000,1782,2729,2979
chr1,8680000,0.921341,0.5613,8700000,1431,2127,2258
chr1,8700000,0.908021,0.63235,8720000,1741,2980,3004
chr1,8720000,0.981525,0.6462,8740000,1948,3027,3109
chr1,8740000,0.899607,0.67605,8760000,2332,3484,3998
chr1,8760000,1,0.6585,8780000,2367,3438,3799
chr1,8780000,0.9995,0.66115,8800000,2325,3389,3584
chr1,8800000,0.978349,0.6761,8820000,2409,3651,4135
chr1,8820000,0.927734,0.67615,8840000,2222,3070,3784
chr1,8840000,0.999775,0.6414,8860000,2192,3128,3365
chr1,8860000,0.964836,0.64065,8880000,1976,3089,3319
chr1,8880000,0.993667,0.6681,8900000,2483,3558,4072
chr1,8900000,0.994958,0.65085,8920000,2271,3257,3701
chr1,8920000,1,0.63065,8940000,1844,3132,3037
chr1,8940000,0.907454,0.6462,8960000,2065,2982,3511
chr1,8960000,0.874008,0.6464,8980000,1917,2923,3078
chr1,8980000,0.992787,0.64255,9000000,2148,3259,3390
chr1,9000000,0.955161,0.6441,9020000,2097,3172,3318
chr1,9020000,0.952637,0.6604,9040000,2255,3228,3660
chr1,9040000,0.875433,0.6271,9060000,1651,2735,2653
chr1,9060000,0.969104,0.6438,9080000,1913,2985,3352
chr1,9080000,0.998925,0.6255,9100000,2094,3320,3224
chr1,9100000,0.991267,0.6208,9120000,2023,3133,3166
chr1,9120000,0.983229,0.6516,9140000,2235,3306,3574
chr1,9140000,0.9994,0.66355,9160000,2483,3628,3893
chr1,9160000,1,0.6168,9180000,1966,3137,2979
