chr,start,mappability,gc_content,end,sample_H,sample_I,sample_J
NC_053035.3,24900000,0.909641,0.55283,25200000,17312,16282,17138
NC_053035.3,25200000,0.871301,0.550857,25500000,13159,13174,13048
NC_053035.3,25500000,0.828929,0.553903,25800000,28985,28038,28374
NC_053035.3,25800000,0.928751,0.544647,26100000,15449,15298,14560
NC_053035.3,26100000,0.810437,0.540153,26400000,12255,12321,12031
NC_053035.3,26400000,0.55927,0.617357,26700000,10092,8033,9261
NC_053035.3,26700000,0.960397,0.545027,27000000,13101,12742,12135
NC_053035.3,27000000,0.945455,0.558867,27300000,17293,16882,17120
NC_053035.3,27300000,0.874453,0.542353,27600000,16919,16685,16408
NC_053035.3,27600000,0.906947,0.527947,27900000,7845,7384,7286
NC_053035.3,27900000,0.919893,0.539,28200000,6904,6713,6708
NC_053035.3,28200000,0.892594,0.531203,28500000,10310,10016,9626
NC_053035.3,28500000,0.901287,0.5489,28800000,19470,19421,18624
NC_053035.3,28800000,0.917196,0.550327,29100000,17858,17505,16981
NC_053035.3,29100000,0.951789,0.539973,29400000,18738,18283,17528
NC_053035.3,29400000,0.924856,0.524577,29700000,17960,17503,17280
NC_053035.3,29700000,0.921061,0.523267,30000000,19863,19939,19198
NC_053035.3,30000000,0.890232,0.537597,30300000,18818,18442,18177
NC_053035.3,30300000,0.915701,0.555933,30600000,20160,20400,20114
NC_053035.3,30600000,0.950037,0.543737,30900000,18529,18644,18269
NC_053035.3,30900000,0.888011,0.539457,31200000,17773,17121,17008
NC_053035.3,31200000,0.891035,0.539693,31500000,27786,27824,27567
NC_053035.3,31500000,0.911041,0.522823,31800000,20748,20432,19591
NC_053035.3,31800000,0.932714,0.563693,32100000,13863,13591,13348
NC_053035.3,32100000,0.853969,0.536347,32400000,13109,12784,13089
NC_053035.3,32400000,0.845133,0.547867,32700000,17524,17615,17273
NC_053035.3,32700000,0.881689,0.52924,33000000,20170,19731,19549
NC_053035.3,33000000,0.871621,0.517987,33300000,16719,16197,16158
NC_053035.3,33300000,0.344451,0.496827,33600000,101847,102867,99350
NC_053035.3,33600000,0.572825,0.49285,33900000,105552,107371,102563
NC_053035.3,33900000,0.858322,0.52799,34200000,79254,81231,78357
NC_053035.3,34200000,0.876017,0.54375,34500000,20277,20124,19740
NC_053035.3,34500000,0.923686,0.533283,34800000,20255,19929,19646
NC_053035.3,34800000,0.88556,0.551413,35100000,19965,19082,19031
NC_053035.3,35100000,0.911041,0.543407,35400000,16223,15433,15244
NC_053035.3,35400000,0.887136,0.549337,35700000,9574,9397,9480
NC_053035.3,35700000,0.904478,0.55525,36000000,12966,12791,12657
NC_053035.3,36000000,0.896664,0.550127,36300000,15010,14682,14656
NC_053035.3,36300000,0.864708,0.53511,36600000,13325,12820,12786
NC_053035.3,36600000,0.883342,0.528973,36900000,5488,5111,5145
NC_053035.3,36900000,0.921828,0.542997,37200000,16516,15525,15495
NC_053035.3,37200000,0.943,0.54008,37500000,17927,16254,16949
NC_053035.3,37500000,0.861051,0.5547,37800000,13325,13031,12843
NC_053035.3,37800000,0.855718,0.54179,38100000,8169,7704,7805
NC_053035.3,38100000,0.916246,0.538287,38400000,15472,15152,15058
NC_053035.3,38400000,0.832136,0.54789,38700000,12846,12734,12671
NC_053035.3,38700000,0.922986,0.566693,39000000,19036,18483,18370
NC_053035.3,39000000,0.899637,0.55059,39300000,22295,21807,21275
NC_053035.3,39300000,0.861137,0.555293,39600000,20643,20113,20230
NC_053035.3,39600000,0.905867,0.54115,39900000,23513,23239,22203
NC_053035.3,39900000,0.816624,0.545823,40200000,18801,19210,18884
NC_053035.3,40200000,0.936353,0.53201,40500000,20766,20316,19803
NC_053035.3,40500000,0.909238,0.525727,40800000,21516,20652,20431
NC_053035.3,40800000,0.891758,0.53144,41100000,14576,14189,14043
NC_053035.3,41100000,0.927926,0.527123,41400000,9556,9554,8996
NC_053035.3,41400000,0.890664,0.53272,41700000,16989,16183,15650
NC_053035.3,41700000,0.834619,0.555093,42000000,16087,16004,16118
NC_053035.3,42000000,0.793469,0.603877,42300000,22973,22386,21798
NC_053035.3,42300000,0.93674,0.534743,42600000,17576,17138,16771
NC_053035.3,42600000,0.866024,0.53852,42900000,16279,16023,15359
NC_053035.3,42900000,0.934868,0.539527,43200000,15539,14435,14103
NC_053035.3,43200000,0.927603,0.505523,43500000,5843,5489,5502
NC_053035.3,43500000,0.905774,0.544123,43800000,5088,5211,5224
NC_053035.3,43800000,0.878117,0.55725,44100000,3927,3799,3790
NC_053035.3,44100000,0.956914,0.524017,44400000,9111,8636,8698
NC_053035.3,44400000,0.908635,0.535957,44700000,18586,17653,17472
NC_053035.3,44700000,0.930842,0.513147,45000000,15965,15374,15069
NC_053035.3,45000000,0.931024,0.54803,45300000,13796,13400,13411
NC_053035.3,45300000,0.879239,0.55409,45600000,16551,16616,16319
NC_053035.3,45600000,0.860343,0.517723,45900000,8372,8200,8125
NC_053035.3,45900000,0.926259,0.537577,46200000,12969,12524,12623
NC_053035.3,46200000,0.922943,0.547857,46500000,13056,12411,12582
NC_053035.3,46500000,0.899287,0.527497,46800000,13079,12464,12463
NC_053035.3,46800000,0.910434,0.536233,47100000,12638,12311,12041
NC_053035.3,47100000,0.859215,0.567713,47400000,9527,9407,9250
NC_053035.3,47400000,0.935132,0.53176,47700000,15939,10533,15442
NC_053035.3,47700000,0.662162,0.55256,48000000,13493,12694,12984
NC_053035.3,48000000,0.859922,0.54273,48300000,21172,20883,20400
NC_053035.3,48300000,0.896625,0.538777,48600000,21082,21085,20572
NC_053035.3,48600000,0.861216,0.535277,48900000,20881,20605,20488
NC_053035.3,48900000,0.887941,0.53457,49200000,22138,22045,21263
NC_053035.3,49200000,0.828983,0.532323,49500000,18741,18767,18161
NC_053035.3,49500000,0.899207,0.54812,49800000,19328,18965,18681
NC_053035.3,49800000,0.883886,0.524943,50100000,17907,17545,17301
NC_053035.3,50100000,0.893312,0.51962,50400000,17647,17191,16747
NC_053035.3,50400000,0.906391,0.526987,50700000,20398,19664,19503
NC_053035.3,50700000,0.884195,0.523853,51000000,21725,20927,20931
NC_053035.3,51000000,0.712517,0.58187,51300000,29080,29254,28080
NC_053035.3,51300000,0.73408,0.564837,51600000,29724,28836,28048
NC_053035.3,51600000,0.858058,0.56014,51900000,16109,16146,16023
NC_053035.3,51900000,0.86148,0.55141,52200000,17417,17204,17236
NC_053035.3,52200000,0.861038,0.54825,52500000,19458,18963,19051
NC_053035.3,52500000,0.937922,0.54789,52800000,8235,7625,7817
NC_053035.3,52800000,0.888172,0.5267,53100000,3957,3844,3721
NC_053035.3,53100000,0.939664,0.540687,53400000,16427,16349,15754
NC_053035.3,53400000,0.835286,0.537837,53700000,22575,21763,21735
NC_053035.3,53700000,0.874644,0.541627,54000000,20408,19978,19592
NC_053035.3,54000000,0.93505,0.523027,54300000,19089,18621,18287
NC_053035.3,54300000,0.94015,0.527503,54600000,21797,20367,20278
NC_053035.3,54600000,0.877199,0.547917,54900000,19812,19446,19266
NC_053035.3,54900000,0.92345,0.552313,55200000,18619,17906,17453
NC_053035.3,55200000,0.934102,0.524127,55500000,20704,20058,19597
NC_053035.3,55500000,0.890738,0.53799,55800000,24012,22987,22948
NC_053035.3,55800000,0.914549,0.533163,56100000,20731,20300,19457
NC_053035.3,56100000,0.873155,0.532213,56400000,22596,22075,21670
NC_053035.3,56400000,0.845432,0.55193,56700000,18766,18358,18089
NC_053035.3,56700000,0.796582,0.544153,57000000,15692,15877,15346
NC_053035.3,57000000,0.902703,0.5255,57300000,18793,18169,17741
NC_053035.3,57300000,0.916409,0.53412,57600000,19512,19128,18927
NC_053035.3,57600000,0.877808,0.53915,57900000,21538,21382,21019
NC_053035.3,57900000,0.757558,0.43312,58200000,13787,13592,12990
NC_053035.3,58200000,0.838965,0.53833,58500000,22399,21909,21401
NC_053035.3,58500000,0.842074,0.549853,58800000,22109,22744,20860
NC_053035.3,58800000,0.930639,0.54462,59100000,19645,18360,18485
NC_053035.3,59100000,0.865324,0.553687,59400000,21421,20471,20220
NC_053035.3,59400000,0.889027,0.527433,59700000,19385,18752,18583
NC_053035.3,59700000,0.885101,0.55928,60000000,19182,18938,18396
NC_053035.3,60000000,0.924704,0.54403,60300000,19672,19026,18792
NC_053035.3,60300000,0.9284,0.529483,60600000,20228,19882,19602
NC_053035.3,60600000,0.915377,0.542487,60900000,21452,20037,19951
NC_053035.3,60900000,0.935417,0.525703,61200000,20450,20106,19373
NC_053035.3,61200000,0.911,0.529167,61500000,19653,19503,19022
NC_053035.3,61500000,0.928859,0.526733,61800000,24264,22133,21854
NC_053035.3,61800000,0.932099,0.524587,62100000,20193,19534,18952
NC_053035.3,62100000,0.886694,0.522923,62400000,17030,16470,16210
NC_053035.3,62400000,0.872069,0.54059,62700000,15563,14838,14696
NC_053035.3,62700000,0.902115,0.532953,63000000,11170,10905,10804
NC_053035.3,63000000,0.9099,0.54502,63300000,13429,13253,12950
NC_053035.3,63300000,0.92197,0.531953,63600000,33875,30184,30597
NC_053035.3,63600000,0.87608,0.541303,63900000,13088,13225,12953
NC_053035.3,63900000,0.872243,0.525853,64200000,13060,12718,12499
NC_053035.3,64200000,0.93787,0.53579,64500000,13783,13278,13395
NC_053035.3,64500000,0.899243,0.540743,64800000,17801,17465,17261
NC_053035.3,64800000,0.907326,0.540233,65100000,15454,15264,14953
NC_053035.3,65100000,0.848481,0.53983,65400000,16518,15789,15865
NC_053035.3,65400000,0.82842,0.538713,65700000,18676,18585,18045
NC_053035.3,65700000,0.921708,0.54307,66000000,20861,19805,19957
NC_053035.3,66000000,0.835112,0.54986,66300000,21269,21029,20573
NC_053035.3,66300000,0.82941,0.526857,66600000,19147,18852,18788
NC_053035.3,66600000,0.867905,0.537803,66900000,19548,19126,18800
NC_053035.3,66900000,0.872859,0.556567,67200000,21063,20887,20365
NC_053035.3,67200000,0.912367,0.533457,67500000,19820,19428,18860
NC_053035.3,67500000,0.740649,0.416157,67800000,19772,21860,21476
NC_053035.3,67800000,0.890849,0.507787,68100000,19073,18776,18429
NC_053035.3,68100000,0.932,0.52526,68400000,20324,19832,19671
NC_053035.3,68400000,0.913518,0.549837,68700000,20475,19515,18896
NC_053035.3,68700000,0.903848,0.535723,69000000,21019,20447,20369
NC_053035.3,69000000,0.947981,0.53425,69300000,21099,20930,20448
NC_053035.3,69300000,0.902183,0.540227,69600000,20492,19896,19764
NC_053035.3,69600000,0.856031,0.545407,69900000,21635,21215,20885
NC_053035.3,69900000,0.861907,0.537143,70200000,19153,18592,18397
NC_053035.3,70200000,0.925666,0.54997,70500000,18130,17959,17763
NC_053035.3,70500000,0.881939,0.530297,70800000,17967,17304,17093
NC_053035.3,70800000,0.878869,0.559803,71100000,14042,13209,12993
NC_053035.3,71100000,0.896499,0.545423,71400000,11600,11199,11035
NC_053035.3,71400000,0.904486,0.537203,71700000,8662,8558,8233
NC_053035.3,71700000,0.897081,0.53408,72000000,12490,12320,12160
NC_053035.3,72000000,0.910789,0.538633,72300000,11215,11057,10889
NC_053035.3,72300000,0.928603,0.542613,72600000,15504,14785,14502
NC_053035.3,72600000,0.888718,0.531153,72900000,15599,14942,14912
NC_053035.3,72900000,0.848234,0.517977,73200000,11132,11074,10831
NC_053035.3,73200000,0.885021,0.551293,73500000,15969,15239,14990
NC_053035.3,73500000,0.901819,0.530307,73800000,13971,13323,13168
NC_053035.3,73800000,0.912573,0.53504,74100000,14514,13703,13825
NC_053035.3,74100000,0.794103,0.534817,74400000,8588,8425,8356
NC_053035.3,74400000,0.889195,0.548603,74700000,13158,12732,12587
NC_053035.3,74700000,0.904911,0.536827,75000000,13252,12969,12610
NC_053035.3,75000000,0.926162,0.52576,75300000,16118,15602,15340
NC_053035.3,75300000,0.904642,0.549273,75600000,16041,15747,15706
NC_053035.3,75600000,0.886357,0.534763,75900000,15805,15094,15064
NC_053035.3,75900000,0.874631,0.526217,76200000,15866,15884,15083
NC_053035.3,76200000,0.908968,0.52766,76500000,14780,14470,13808
NC_053035.3,76500000,0.907583,0.533233,76800000,20043,18952,18696
NC_053035.3,76800000,0.865532,0.53058,77100000,16774,16209,16296
NC_053035.3,77100000,0.907277,0.517773,77400000,15839,15759,15403
NC_053035.3,77400000,0.917205,0.541297,77700000,16640,16013,15855
NC_053035.3,77700000,0.9009,0.521207,78000000,14602,14067,13977
NC_053035.3,78000000,0.867054,0.52111,78300000,12901,12834,12548
NC_053035.3,78300000,0.914867,0.510127,78600000,11313,11187,10778
NC_053035.3,78600000,0.896536,0.52037,78900000,13689,13569,13343
NC_053035.3,78900000,0.873214,0.526623,79200000,14996,14981,14850
NC_053035.3,79200000,0.84639,0.546937,79500000,15477,14926,14929
NC_053035.3,79500000,0.924016,0.536633,79800000,15341,14978,14561
NC_053035.3,79800000,0.865734,0.553637,80100000,14615,14282,14342
NC_053035.3,80100000,0.91673,0.527897,80400000,19812,19162,18546
NC_053035.3,80400000,0.864557,0.54192,80700000,20699,20237,20019
NC_053035.3,80700000,0.903817,0.533503,81000000,18947,17905,17804
NC_053035.3,81000000,0.881858,0.515517,81300000,17303,17465,17041
NC_053035.3,81300000,0.890664,0.522307,81600000,16536,15977,15929
NC_053035.3,81600000,0.901344,0.52652,81900000,18992,18494,18102
NC_053035.3,81900000,0.903227,0.527457,82200000,17842,17780,17288
NC_053035.3,82200000,0.915521,0.521923,82500000,21542,20427,20408
NC_053035.3,82500000,0.949825,0.52945,82800000,18902,18784,18264
NC_053035.3,82800000,0.924739,0.53893,83100000,19321,18438,18014
NC_053035.3,83100000,0.856118,0.537683,83400000,19379,18930,18796
NC_053035.3,83400000,0.917071,0.521237,83700000,19246,18723,18107
NC_053035.3,83700000,0.919168,0.533737,84000000,21667,20750,20199
NC_053035.3,84000000,0.900287,0.549273,84300000,18060,18097,17683
NC_053035.3,84300000,0.917726,0.548013,84600000,18835,17856,17751
NC_053035.3,84600000,0.9207,0.519043,84900000,17526,17119,16734
NC_053035.3,84900000,0.923679,0.51812,85200000,17810,17330,16958
NC_053035.3,85200000,0.833137,0.534433,85500000,19764,19373,18821
NC_053035.3,85500000,0.926572,0.550013,85800000,19453,19181,18886
NC_053035.3,85800000,0.902157,0.523963,86100000,18216,18107,17902
NC_053035.3,86100000,0.907205,0.536093,86400000,21369,21066,20212
NC_053035.3,86400000,0.930973,0.543493,86700000,20023,19465,19306
NC_053035.3,86700000,0.886435,0.544217,87000000,19255,18917,18620
NC_053035.3,87000000,0.881815,0.542317,87300000,21263,20547,20501
NC_053035.3,87300000,0.871716,0.54968,87600000,20558,20467,19764
NC_053035.3,87600000,0.886116,0.54269,87900000,19300,18822,18528
NC_053035.3,87900000,0.946091,0.54541,88200000,18673,18567,18213
NC_053035.3,88200000,0.88191,0.529813,88500000,20198,19480,19191
NC_053035.3,88500000,0.925237,0.54849,88800000,19042,18844,18324
NC_053035.3,88800000,0.937483,0.53527,89100000,17823,17503,17000
NC_053035.3,89100000,0.847413,0.509803,89400000,19542,18915,18282
NC_053035.3,89400000,0.908938,0.538633,89700000,19583,19167,18913
NC_053035.3,89700000,0.885219,0.551553,90000000,20723,20410,20054
NC_053035.3,90000000,0.935754,0.544007,90300000,19492,19345,19057
NC_053035.3,90300000,0.900778,0.51892,90600000,19922,19770,19001
NC_053035.3,90600000,0.845041,0.509613,90900000,20637,19963,19648
NC_053035.3,90900000,0.905945,0.54003,91200000,19708,19363,19087
NC_053035.3,91200000,0.892077,0.537453,91500000,20657,20491,20119
NC_053035.3,91500000,0.89392,0.54426,91800000,20130,19679,19272
NC_053035.3,91800000,0.896976,0.541303,92100000,19316,19132,18800
NC_053035.3,92100000,0.8556,0.537257,92400000,20605,20182,20288
NC_053035.3,92400000,0.903804,0.549827,92700000,19776,19329,19110
NC_053035.3,92700000,0.896669,0.54299,93000000,19329,19209,18941
NC_053035.3,93000000,0.89073,0.536663,93300000,19818,19010,18711
NC_053035.3,93300000,0.908665,0.536363,93600000,18367,17939,17480
NC_053035.3,93600000,0.898101,0.528707,93900000,19600,19015,18658
NC_053035.3,93900000,0.889482,0.546903,94200000,19793,19158,18748
NC_053035.3,94200000,0.87573,0.5316,94500000,19102,18654,18486
NC_053035.3,94500000,0.926296,0.502643,94800000,18838,18502,17818
NC_053035.3,94800000,0.902375,0.51181,95100000,18686,18385,17783
NC_053035.3,95100000,0.872237,0.52927,95400000,20103,19536,19570
NC_053035.3,95400000,0.926913,0.53977,95700000,20295,19330,19051
NC_053035.3,95700000,0.891997,0.53419,96000000,18058,18310,18087
NC_053035.3,96000000,0.831062,0.574737,96300000,16682,15550,15297
NC_053035.3,96300000,0.84757,0.554103,96600000,22150,21008,20659
NC_053035.3,96600000,0.941625,0.554183,96900000,20858,20016,19595
NC_053035.3,96900000,0.893251,0.544073,97200000,21725,20503,20520
NC_053035.3,97200000,0.913757,0.546633,97500000,20037,19695,19206
NC_053035.3,97500000,0.925579,0.510763,97800000,19973,19336,19101
NC_053035.3,97800000,0.914447,0.535377,98100000,19809,19218,18974
NC_053035.3,98100000,0.904848,0.528757,98400000,20683,20121,19880
NC_053035.3,98400000,0.874736,0.554093,98700000,20052,18999,18666
NC_053035.3,98700000,0.939691,0.54745,99000000,19108,18902,18426
NC_053035.3,99000000,0.900449,0.546917,99300000,19850,19084,19022
NC_053035.3,99300000,0.883132,0.535073,99600000,19926,18971,19007
NC_053035.3,99600000,0.912901,0.527273,99900000,19323,18985,18562
NC_053035.3,99900000,0.804407,0.54951,100200000,18632,17748,17781
NC_053035.3,100200000,0.801585,0.59493,100500000,17245,17526,17331
NC_053035.3,100500000,0.901092,0.551903,100800000,20992,20108,19649
NC_053035.3,100800000,0.90701,0.54653,101100000,27483,25430,25360
NC_053035.3,101100000,0.933018,0.525403,101400000,39726,36400,36460
NC_053035.3,101400000,0.924932,0.561183,101700000,19986,19388,19398
NC_053035.3,101700000,0.898638,0.539257,102000000,23281,22094,22000
NC_053035.3,102000000,0.914924,0.55331,102300000,19728,18975,19042
NC_053035.3,102300000,0.945662,0.531953,102600000,19179,18616,18397
NC_053035.3,102600000,0.869832,0.542973,102900000,18732,18343,18398
NC_053035.3,102900000,0.806136,0.572647,103200000,24082,24779,22002
NC_053035.3,103200000,0.955444,0.517847,103500000,19070,19074,18564
NC_053035.3,103500000,0.921265,0.515727,103800000,18351,18056,17594
NC_053035.3,103800000,0.935523,0.53522,104100000,18921,18659,18123
NC_053035.3,104100000,0.927476,0.515407,104400000,19365,19070,18587
NC_053035.3,104400000,0.893769,0.545397,104700000,20302,19636,19280
NC_053035.3,104700000,0.903038,0.530963,105000000,20231,19641,18947
NC_053035.3,105000000,0.936807,0.541967,105300000,19884,19689,19564
NC_053035.3,105300000,0.884092,0.527317,105600000,19716,19088,18515
NC_053035.3,105600000,0.913679,0.527607,105900000,18918,18553,18241
NC_053035.3,105900000,0.851729,0.53204,106200000,18925,18358,18662
NC_053035.3,106200000,0.912606,0.55594,106500000,18906,18207,18201
NC_053035.3,106500000,0.880555,0.529653,106800000,20269,19453,19085
NC_053035.3,106800000,0.92223,0.538603,107100000,19878,18801,18938
NC_053035.3,107100000,0.871404,0.550143,107400000,19553,19393,18879
NC_053035.3,107400000,0.886749,0.547387,107700000,19325,18433,18711
NC_053035.3,107700000,0.924631,0.532133,108000000,20682,19861,19608
NC_053035.3,108000000,0.943285,0.558433,108300000,19158,18699,18900
NC_053035.3,108300000,0.876882,0.525207,108600000,19018,18425,18300
NC_053035.3,108600000,0.936071,0.545703,108900000,19661,18945,18863
NC_053035.3,108900000,0.913005,0.543277,109200000,19835,19510,19219
NC_053035.3,109200000,0.881126,0.518957,109500000,20624,20579,20077
NC_053035.3,109500000,0.866747,0.542733,109800000,19841,19257,19201
NC_053035.3,109800000,0.838061,0.559633,110100000,13727,13476,13242
NC_053035.3,110100000,0.919272,0.52299,110400000,18527,18249,17444
NC_053035.3,110400000,0.929824,0.540563,110700000,19385,18791,18566
NC_053035.3,110700000,0.904403,0.548897,111000000,19896,19460,18876
NC_053035.3,111000000,0.910168,0.5224,111300000,18795,18078,17549
NC_053035.3,111300000,0.905757,0.552947,111600000,19940,19767,19303
NC_053035.3,111600000,0.904408,0.541867,111900000,18291,17754,17439
NC_053035.3,111900000,0.895373,0.552037,112200000,19040,18694,18433
NC_053035.3,112200000,0.880065,0.535537,112500000,19038,18852,18225
NC_053035.3,112500000,0.936637,0.530473,112800000,18364,17844,17655
NC_053035.3,112800000,0.880194,0.534877,113100000,19624,18908,18720
NC_053035.3,113100000,0.883098,0.550127,113400000,21070,20691,20202
NC_053035.3,113400000,0.888372,0.53908,113700000,19113,19013,18403
NC_053035.3,113700000,0.897963,0.500727,114000000,21387,21395,20641
NC_053035.3,114000000,0.87855,0.53378,114300000,20266,19940,19495
NC_053035.3,114300000,0.881432,0.534027,114600000,20925,20103,19804
NC_053035.3,114600000,0.912197,0.522157,114900000,21223,20948,20352
NC_053035.3,114900000,0.902402,0.563653,115200000,22158,21337,21023
NC_053035.3,115200000,0.905423,0.55442,115500000,20786,19963,19628
NC_053035.3,115500000,0.892439,0.534583,115800000,20918,20369,19535
NC_053035.3,115800000,0.904903,0.52323,116100000,22611,22058,21492
NC_053035.3,116100000,0.91194,0.551313,116400000,20494,20092,19884
NC_053035.3,116400000,0.878185,0.555867,116700000,19072,19303,18891
NC_053035.3,116700000,0.877914,0.538963,117000000,21318,20718,20777
NC_053035.3,117000000,0.914545,0.517427,117300000,21410,20945,20331
NC_053035.3,117300000,0.936712,0.53554,117600000,20673,19937,19495
NC_053035.3,117600000,0.845736,0.545877,117900000,21547,20861,20135
NC_053035.3,117900000,0.887383,0.549047,118200000,21835,20638,20270
NC_053035.3,118200000,0.920022,0.548163,118500000,21690,21607,21585
NC_053035.3,118500000,0.914675,0.53088,118800000,21925,21098,20688
NC_053035.3,118800000,0.866632,0.53184,119100000,21617,21356,21018
NC_053035.3,119100000,0.767765,0.573753,119400000,18228,18010,17250
