chr,start,mappability,gc_content,end,NAT_X_SYN_004,NAT_X_SYN_042,NAT_X_SYN_044,NAT_X_SYN_051,NAT_X_SYN_054
1,12700000,0.712791,0.65342,12800000,4183,4618,4632,4296,3600
1,12800000,0.926782,0.66429,12900000,3787,4322,4238,4087,3089
1,12900000,0.994559,0.66278,13000000,11582,12552,12883,14907,13754
1,13000000,0.992564,0.65988,13100000,3409,4318,4237,3839,3194
1,13100000,0.974339,0.64738,13200000,4055,4786,4122,4220,3243
1,13200000,0.99721,0.66826,13300000,5014,4773,4582,4746,3823
1,13300000,0.999725,0.66813,13400000,5822,5483,5221,5352,4489
1,13400000,0.980566,0.65783,13500000,3986,4444,3961,3995,3080
1,13500000,0.999865,0.64033,13600000,3732,4397,3914,3696,3100
1,13600000,0.992751,0.63416,13700000,4389,5052,4177,4391,3454
1,13700000,0.975627,0.63142,13800000,3770,4703,3549,3897,2992
1,13800000,0.969698,0.6461,13900000,4178,4700,4210,4352,3290
1,13900000,0.965919,0.62876,14000000,4655,5270,4751,4944,3896
1,14000000,0.992445,0.63927,14100000,4547,5128,4688,4376,3597
1,14100000,0.996867,0.63816,14200000,3959,4832,3964,4245,3238
1,14200000,0.960418,0.60179,14300000,3369,4366,3120,3432,2842
1,14300000,0.698071,0.6033,14400000,3028,3423,2795,2842,2282
1,14400000,0.826685,0.59042,14500000,3102,4071,2840,3025,2505
1,14500000,0.36676,0.22125,14600000,2483,2616,2238,2248,1712
1,14600000,0.431256,0.3567,14700000,2078,2569,2045,2320,1834
1,14700000,0.293901,0.34227,14800000,1563,2589,1416,1812,1391
1,14800000,0.547223,0.58532,14900000,3093,3655,2889,3117,2713
1,14900000,0.676,0.66469,15000000,3006,4624,2392,3299,2437
1,15000000,0.811162,0.62877,15100000,14863,16523,13220,15389,11980
1,15100000,0.707829,0.62602,15200000,6860,8557,6268,6594,5543
1,15200000,0.565465,0.62769,15300000,4636,5171,4317,4484,3538
1,15300000,0.47393,0.61435,15400000,3773,4268,3409,3627,2899
1,15400000,0.782073,0.58838,15500000,3928,4928,3631,4090,3048
1,15500000,0.99691,0.58747,15600000,10147,10596,9897,9775,7883
1,15600000,0.995284,0.63294,15700000,10137,9856,9913,10307,7255
1,15700000,0.989159,0.63286,15800000,29647,24791,30322,29365,23203
1,15800000,0.929628,0.61971,15900000,4398,5330,4357,4357,3510
1,15900000,0.997036,0.66345,16000000,3957,4316,4173,3905,3118
1,16000000,0.990873,0.63516,16100000,4750,5412,4448,5041,3799
1,16100000,0.997688,0.66037,16200000,4366,4810,4462,4596,3783
1,16200000,0.931633,0.65505,16300000,3366,4321,3813,3509,2930
1,16300000,0.977691,0.63784,16400000,3934,4799,4047,4109,3306
1,16400000,0.997082,0.66263,16500000,6696,6398,6236,6991,5001
1,16500000,0.977292,0.63719,16600000,8212,8187,7589,8245,6596
1,16600000,0.97947,0.63194,16700000,3692,4453,3918,3712,3042
1,16700000,0.998562,0.65553,16800000,4574,4553,4962,4384,3560
1,16800000,0.99818,0.68654,16900000,4088,3685,4098,4168,3118
1,16900000,0.997466,0.66992,17000000,3839,4211,3991,3794,3075
1,17000000,0.945822,0.63975,17100000,4790,5002,4557,4738,3784
1,17100000,0.98111,0.67345,17200000,4351,4599,5037,4409,3592
1,17200000,0.990802,0.65382,17300000,3805,4136,4151,3636,3113
1,17300000,0.99985,0.65418,17400000,5381,5642,6454,5693,4803
1,17400000,0.99924,0.65394,17500000,4369,4671,4357,4300,3556
1,17500000,0.98996,0.66108,17600000,4246,4244,4337,4087,3300
1,17600000,0.993012,0.65066,17700000,4203,4464,4524,4282,3449
1,17700000,1,0.64247,17800000,4219,4572,4699,4246,3427
1,17800000,0.997998,0.64367,17900000,4679,4971,5073,4688,3823
1,17900000,0.998353,0.63125,18000000,4412,5069,4762,4621,3812
1,18000000,0.972581,0.64781,18100000,4045,4600,4409,4022,3183
1,18100000,0.992667,0.64734,18200000,4651,4914,4902,4518,3708
1,18200000,1,0.65355,18300000,4497,4641,4689,4426,3460
1,18300000,0.99859,0.65022,18400000,4073,4213,4514,3813,3227
1,18400000,1,0.65059,18500000,3893,4176,4400,3788,3095
1,18500000,0.99867,0.63427,18600000,3638,4834,4460,4220,3398
1,18600000,0.99746,0.63884,18700000,4056,4658,4422,4015,3320
1,18700000,0.99653,0.65192,18800000,4297,4531,4492,4072,3318
1,18800000,0.985407,0.64268,18900000,4279,4629,4617,4140,3492
1,18900000,0.99959,0.655,19000000,4041,4272,4391,3806,3344
1,19000000,0.999435,0.66513,19100000,4821,4761,5322,4685,4079
1,19100000,0.998665,0.63343,19200000,4081,4703,4595,3952,3481
1,19200000,0.998445,0.6614,19300000,4234,4392,4630,4171,3271
1,19300000,0.980878,0.66413,19400000,4032,4164,4246,3728,3270
1,19400000,0.996423,0.66236,19500000,3899,4118,4061,3515,3141
1,19500000,0.99384,0.65018,19600000,4316,4462,4278,4136,3285
1,19600000,0.99791,0.65546,19700000,4195,4329,4393,4067,3332
1,19700000,0.992679,0.6631,19800000,5059,5088,6383,5611,4668
1,19800000,1,0.64645,19900000,4008,4191,4386,3926,3123
1,19900000,0.99508,0.64761,20000000,4217,4596,4490,3980,3296
1,20000000,0.99783,0.64211,20100000,4080,4469,4368,4198,3377
1,20100000,0.874741,0.66005,20200000,3562,3707,3795,3440,2880
1,20200000,1,0.63295,20300000,4599,4834,4775,4418,3675
1,20300000,0.998375,0.64659,20400000,5176,5723,5367,5021,4194
1,20400000,0.996713,0.66293,20500000,4384,4645,4632,4401,3465
1,20500000,0.999935,0.64174,20600000,4561,4922,4921,4532,3819
1,20600000,0.998707,0.63496,20700000,4340,4897,4490,4184,3469
1,20700000,1,0.63144,20800000,4006,4576,4218,3818,3160
1,20800000,0.996835,0.63195,20900000,4077,4639,4692,4148,3519
1,20900000,0.976937,0.6267,21000000,4443,5165,4520,4490,3593
1,21000000,1,0.65103,21100000,4034,4605,4774,4198,3391
1,21100000,0.999305,0.65864,21200000,6353,5786,7998,6742,5511
1,21200000,0.789782,0.66758,21300000,3488,3744,3513,3473,2783
1,21300000,0.939015,0.65579,21400000,4390,4719,4659,4215,3487
1,21400000,0.996725,0.64764,21500000,4651,4916,4869,4298,3794
1,21500000,0.972129,0.63457,21600000,4244,5079,4785,4234,3532
1,21600000,0.999865,0.66712,21700000,4203,4484,4304,4006,3257
1,21700000,0.804818,0.65388,21800000,2927,3879,3226,2819,2444
1,21800000,0.708607,0.64454,21900000,3296,4176,3521,3241,2724
1,21900000,0.999725,0.66363,22000000,4056,4336,4549,4218,3253
1,22000000,0.99358,0.64876,22100000,4232,4717,4546,4008,3402
1,22100000,0.99913,0.65951,22200000,4251,4681,4144,4109,3290
1,22200000,1,0.64223,22300000,3943,4778,4547,3978,3314
1,22300000,0.998955,0.63309,22400000,4293,5096,4858,4368,3682
1,22400000,0.999004,0.64513,22500000,4239,4969,4702,4234,3445
1,22500000,0.998577,0.65537,22600000,4840,5054,6385,5068,4384
1,22600000,0.993458,0.63286,22700000,4028,4972,4554,4207,3406
1,22700000,1,0.65756,22800000,4066,4581,4549,4045,3317
1,22800000,1,0.67507,22900000,3866,3898,4079,3555,3147
1,22900000,0.997987,0.63273,23000000,4509,5146,4896,4387,3888
1,23000000,1,0.66367,23100000,4034,4488,4440,3831,3322
1,23100000,0.975792,0.65783,23200000,3847,4409,4346,4076,3061
1,23200000,0.985344,0.65141,23300000,4106,4466,4578,4179,3296
1,23300000,0.99502,0.65771,23400000,4140,4657,4521,3931,3328
1,23400000,0.982207,0.64696,23500000,4490,4912,4951,4363,3549
1,23500000,0.991892,0.64135,23600000,4202,4896,4529,4029,3545
1,23600000,0.99918,0.64335,23700000,4753,4910,4971,4508,3548
1,23700000,1,0.64356,23800000,4399,4596,4348,3831,3309
1,23800000,1,0.6387,23900000,4221,4458,4431,3836,3443
1,23900000,0.996198,0.63654,24000000,4606,5170,4923,4497,3675
1,24000000,1,0.63275,24100000,4713,5103,4635,4573,3798
1,24100000,0.99984,0.63233,24200000,4139,4965,4607,4220,3532
1,24200000,0.983425,0.64034,24300000,5079,5580,5630,5326,4046
1,24300000,1,0.657,24400000,3913,4571,4298,3775,3300
1,24400000,0.997263,0.65023,24500000,4344,4993,4593,4348,3627
1,24500000,0.98082,0.66173,24600000,4014,4407,4369,3862,3209
1,24600000,1,0.66913,24700000,3976,4047,4179,3696,3204
1,24700000,0.99744,0.67191,24800000,5671,5527,7039,5656,5074
1,24800000,0.994645,0.65617,24900000,4150,4850,4422,4199,3458
1,24900000,0.997763,0.65253,25000000,4346,4596,4455,4150,3386
1,25000000,0.998003,0.65245,25100000,4033,4554,4687,4116,3227
1,25100000,1,0.65352,25200000,4604,5175,4811,4364,3633
1,25200000,1,0.64052,25300000,4526,5190,5008,4575,3854
1,25300000,0.993695,0.63525,25400000,4343,5237,4472,4243,3566
1,25400000,1,0.63683,25500000,4329,5192,4967,4524,3696
1,25500000,1,0.65774,25600000,4383,4877,4998,4313,3608
1,25600000,0.996866,0.66915,25700000,4292,4328,4306,4076,3332
1,25700000,1,0.65639,25800000,3793,4493,4350,3872,3282
1,25800000,1,0.65925,25900000,4383,4788,4648,4477,3414
1,25900000,1,0.64569,26000000,4076,4842,4380,4203,3390
1,26000000,1,0.63918,26100000,4118,4797,4372,3999,3460
1,26100000,0.994986,0.65482,26200000,4288,4741,4602,4169,3360
1,26200000,0.996365,0.66054,26300000,4293,4629,4606,4349,3376
1,26300000,0.999397,0.65823,26400000,4044,4560,4357,4215,3246
1,26400000,1,0.63518,26500000,4740,5065,5120,4558,3885
1,26500000,1,0.6494,26600000,4124,4596,4943,4162,3521
1,26600000,1,0.64792,26700000,4399,5068,4654,4413,3668
1,26700000,0.99921,0.65242,26800000,4174,4755,4694,4179,3343
1,26800000,0.995455,0.62152,26900000,4958,5569,5194,4423,4040
1,26900000,1,0.63295,27000000,4456,5014,4728,4182,3390
1,27000000,0.991195,0.6541,27100000,4041,4448,4141,3849,3230
1,27100000,1,0.63717,27200000,4015,4826,4648,3922,3289
1,27200000,0.999835,0.63031,27300000,4157,4954,4547,4043,3503
1,27300000,1,0.63471,27400000,4011,4773,4593,4210,3283
1,27400000,0.99994,0.62127,27500000,3604,4801,4354,3585,3143
1,27500000,0.999435,0.63412,27600000,4204,4854,4472,4065,3501
1,27600000,0.99699,0.64661,27700000,4480,4773,5101,4048,3624
1,27700000,1,0.63188,27800000,4206,4814,4574,4236,3483
1,27800000,1,0.62761,27900000,4230,5036,4658,4206,3601
1,27900000,0.998885,0.62125,28000000,4191,5243,4627,4222,3494
1,28000000,1,0.64048,28100000,4105,4776,4633,3827,3271
1,28100000,1,0.62516,28200000,4352,5018,5104,4130,3732
1,28200000,1,0.63608,28300000,4206,4647,4765,4046,3281
1,28300000,1,0.6649,28400000,4382,4529,4740,4124,3519
1,28400000,0.999615,0.6435,28500000,4221,4877,4634,4322,3445
1,28500000,0.997495,0.64329,28600000,4273,4818,4722,4160,3603
1,28600000,1,0.63751,28700000,4355,4984,4878,4231,3652
1,28700000,0.992858,0.64295,28800000,4544,5121,4886,4082,3705
1,28800000,0.989597,0.64564,28900000,4003,4570,4560,3946,3380
1,28900000,0.999755,0.64256,29000000,4009,4737,4533,3868,3327
1,29000000,1,0.6247,29100000,4269,5106,4836,4396,3589
1,29100000,1,0.63126,29200000,4019,4617,4562,4217,3304
1,29200000,0.999915,0.64754,29300000,4352,3592,4873,4051,3473
1,29300000,0.992228,0.66212,29400000,4324,3527,4708,4176,3464
1,29400000,0.997043,0.64599,29500000,4148,3426,4498,4057,3263
1,29500000,1,0.63573,29600000,3954,3565,4837,4206,3365
1,29600000,0.99977,0.62113,29700000,4296,3912,4780,4313,3636
1,29700000,0.99883,0.63097,29800000,4238,3432,4745,4196,3507
1,29800000,1,0.62608,29900000,4268,3785,4825,4296,3530
1,29900000,0.999663,0.62083,30000000,4637,4025,5158,4212,3845
1,30000000,1,0.5919,30100000,4740,4033,4704,4392,3745
1,30100000,1,0.60776,30200000,4335,3641,4742,4290,3483
1,30200000,0.996866,0.63122,30300000,3909,3464,4508,3892,3409
1,30300000,0.99741,0.62546,30400000,4056,3568,4573,4255,3397
2,0,0.830179,0.5373,100000,37820,22320,39792,32299,34970
2,100000,1,0.62728,200000,4306,3596,4588,4360,3566
2,200000,0.998535,0.65132,300000,4203,3395,4656,4122,3347
2,300000,0.999517,0.65299,400000,3926,3005,4195,3737,3222
2,400000,1,0.66339,500000,4164,3036,4365,3858,3416
2,500000,0.970508,0.66558,600000,3761,2834,3947,3801,2855
2,600000,1,0.6673,700000,3977,2998,4458,3945,3100
2,700000,0.991665,0.6633,800000,4401,3436,4772,4000,3770
2,800000,0.964135,0.65657,900000,4961,3670,5111,4531,3809
2,900000,0.988182,0.64919,1000000,3814,2984,3984,3716,3021
2,1000000,0.996608,0.66432,1100000,4450,3226,4976,3851,3648
2,1100000,1,0.66094,1200000,3990,2927,4059,3717,3102
2,1200000,0.995192,0.68645,1300000,3570,2533,3435,3273,2596
2,1300000,0.988692,0.68607,1400000,8805,7318,7844,9810,8810
2,1400000,0.99973,0.66542,1500000,4532,3426,4824,4249,3741
2,1500000,0.995896,0.65225,1600000,4109,3384,4404,4078,3429
2,1600000,0.994001,0.65036,1700000,4008,3239,4163,4023,3367
2,1700000,0.962007,0.65585,1800000,3984,3242,4259,4175,3246
2,1800000,0.984237,0.66063,1900000,21210,20598,23732,27713,25948
2,1900000,0.968323,0.65676,2000000,4424,3443,4542,4474,3537
2,2000000,0.979236,0.64922,2100000,10380,7123,10325,12061,10088
2,2100000,0.994104,0.66765,2200000,3952,3114,4252,4040,3259
2,2200000,0.99721,0.66887,2300000,4886,3769,5379,5009,4139
2,2300000,0.999475,0.64461,2400000,8210,7907,11246,10424,9335
2,2400000,0.986868,0.61901,2500000,4645,3749,4276,4636,3787
2,2500000,0.952506,0.62775,2600000,3972,3327,3962,4120,3392
2,2600000,0.979518,0.63389,2700000,4396,3438,4101,4097,3379
2,2700000,0.995776,0.62624,2800000,4108,3429,3991,4177,3395
2,2800000,0.993787,0.63105,2900000,4610,3672,4203,4785,3712
2,2900000,0.989232,0.65304,3000000,15980,13999,19898,19771,18549
2,3000000,0.988458,0.62744,3100000,4588,3985,4120,4569,3598
2,3100000,0.998446,0.65336,3200000,5090,3961,4759,4847,3981
2,3200000,0.943241,0.58077,3300000,40972,36255,40014,46930,38233
2,3300000,0.95166,0.55439,3400000,58083,52088,57509,67386,51318
2,3400000,0.987345,0.55327,3500000,57494,51593,56634,65848,50657
2,3500000,0.961802,0.62702,3600000,9350,7761,9070,10049,7676
2,3600000,0.915947,0.61537,3700000,79726,79461,67594,79383,66343
2,3700000,0.993928,0.61853,3800000,7392,6064,7503,6747,6253
2,3800000,0.998352,0.60239,3900000,3640,3146,3598,3818,3075
2,3900000,0.988065,0.61908,4000000,5430,4684,5385,5563,4332
2,4000000,0.998087,0.65524,4100000,4277,3327,4187,4214,3355
2,4100000,0.989409,0.61763,4200000,4901,3992,4511,4856,4087
2,4200000,0.980372,0.61342,4300000,5172,4170,4768,5339,4002
2,4300000,0.997205,0.65271,4400000,4122,3215,4143,4120,3178
2,4400000,0.998707,0.6311,4500000,2667,2324,2713,2861,2254
2,4500000,0.993105,0.62525,4600000,4778,4022,4536,5168,3948
2,4600000,0.982389,0.63817,4700000,4876,3919,4394,5003,3803
2,4700000,1,0.64776,4800000,4805,3505,4651,4753,3655
2,4800000,0.943792,0.61658,4900000,6854,4495,6139,7263,5316
2,4900000,0.95968,0.61683,5000000,4814,4050,4289,4842,3853
2,5000000,0.997774,0.63266,5100000,5204,4258,5228,5208,4309
2,5100000,0.990885,0.623,5200000,5266,4184,5034,5456,4018
2,5200000,0.865452,0.59223,5300000,4067,3492,4213,4097,3445
2,5300000,0.997766,0.58769,5400000,4362,3865,4167,4765,3687
2,5400000,0.98725,0.63784,5500000,4612,3777,4635,4683,3926
2,5500000,0.947206,0.62143,5600000,3804,3219,3983,3859,3084
2,5600000,0.998627,0.64492,5700000,3777,3074,4007,3882,3138
2,5700000,0.995767,0.6556,5800000,4148,3161,4252,4118,3183
2,5800000,0.985753,0.6287,5900000,3668,2998,3615,3715,2809
2,5900000,0.974896,0.64836,6000000,4404,3422,4506,4245,3596
2,6000000,0.996637,0.65133,6100000,3413,2551,3443,3399,2701
2,6100000,0.996952,0.637,6200000,3806,3225,3915,4007,3033
2,6200000,0.992941,0.66108,6300000,5150,3587,5084,4980,4099
2,6300000,0.977531,0.66042,6400000,4319,3363,4253,3890,3545
2,6400000,0.991279,0.65911,6500000,8198,4915,6908,9232,7155
2,6500000,0.951774,0.6511,6600000,3864,3265,4149,4154,3179
2,6600000,0.976192,0.6722,6700000,4322,3121,4528,4370,3285
2,6700000,0.981757,0.63252,6800000,4283,3656,4886,4031,3529
2,6800000,0.997422,0.64902,6900000,4452,3230,4787,4166,3438
2,6900000,0.995161,0.65091,7000000,4472,3616,4605,4283,3669
2,7000000,0.996465,0.65109,7100000,5522,4725,6226,5644,4905
2,7100000,0.99749,0.6537,7200000,5195,3874,5856,5181,4699
2,7200000,0.999138,0.65201,7300000,3745,3150,4057,3926,3200
2,7300000,0.99977,0.65511,7400000,4075,3056,4264,3839,3234
2,7400000,0.99828,0.64427,7500000,4366,3506,4493,4154,3596
2,7500000,0.997148,0.64921,7600000,4064,3269,4424,3921,3378
2,7600000,0.99947,0.64458,7700000,4016,3171,4232,3959,3264
2,7700000,1,0.64364,7800000,4051,3204,4240,3893,3316
2,7800000,1,0.66552,7900000,3964,2973,4305,3879,3135
2,7900000,0.999758,0.65863,8000000,8015,5588,9188,8738,7286
2,8000000,0.998792,0.66133,8100000,3995,2995,4404,4079,3057
2,8100000,0.999691,0.64164,8200000,4103,3396,4733,3984,3482
2,8200000,1,0.66214,8300000,3843,3022,4304,3720,3205
2,8300000,0.996164,0.6434,8400000,4302,3497,4735,4442,3587
2,8400000,0.999615,0.65208,8500000,10630,10233,13370,13731,12307
2,8500000,0.999113,0.65767,8600000,5435,4387,6285,5857,4996
2,8600000,0.99874,0.64662,8700000,4115,3182,4251,4100,3416
2,8700000,1,0.63795,8800000,3964,3182,4539,3641,3268
2,8800000,0.998925,0.64372,8900000,4148,3361,4487,4053,3268
2,8900000,0.99518,0.61894,9000000,8170,7305,8996,9088,8357
2,9000000,0.986374,0.63302,9100000,4222,3410,4529,4277,3402
2,9100000,0.99385,0.62146,9200000,4383,3719,4691,4420,3578
2,9200000,0.99775,0.63958,9300000,4438,3716,5041,4365,3589
2,9300000,0.99776,0.64236,9400000,5080,3877,5325,4684,4087
2,9400000,0.99958,0.65322,9500000,4115,3294,4742,4244,3288
2,9500000,0.999248,0.65599,9600000,4198,3047,4481,3939,3267
2,9600000,0.997333,0.66435,9700000,4026,2987,4315,3871,3172
2,9700000,1,0.67198,9800000,12910,11730,12922,15520,14475
2,9800000,0.999803,0.65537,9900000,5473,3953,5756,5829,4829
