chr,start,mappability,gc_content,end,LL_RS2L_G1_1,LL_RS2L_G1_2,LL_RS2L_G1_3
chr1,1510000,0.99035,0.623,1520000,1436,2051,2114
chr1,1520000,1,0.6249,1530000,1372,2009,2120
chr1,1530000,0.989966,0.6701,1540000,1918,2523,2735
chr1,1540000,1,0.6326,1550000,1490,2163,2186
chr1,1550000,1,0.6486,1560000,1701,2147,2349
chr1,1560000,1,0.667,1570000,1877,2494,2578
chr1,1570000,0.795633,0.5991,1580000,1015,1440,1572
chr1,1580000,0.92895,0.6335,1590000,1433,1886,2106
chr1,1590000,0.985288,0.6694,1600000,1948,2401,2887
chr1,1600000,1,0.6298,1610000,1623,2115,2223
chr1,1610000,1,0.6392,1620000,1579,2083,2241
chr1,1620000,0.957276,0.7142,1630000,2259,2639,3165
chr1,1630000,0.918635,0.6349,1640000,1323,1738,1939
chr1,1640000,0.99255,0.6237,1650000,1473,2118,1973
chr1,1650000,0.9909,0.5156,1660000,1492,1976,2411
chr1,1660000,0.927219,0.6512,1670000,1579,1934,2361
chr1,1670000,0.856548,0.6307,1680000,1273,1668,1816
chr1,1680000,0.956405,0.6144,1690000,1431,1891,2297
chr1,1690000,1,0.6212,1700000,1462,2122,2009
chr1,1700000,1,0.6698,1710000,1974,2481,2688
chr1,1710000,0.920092,0.6276,1720000,1324,1789,1799
chr1,1720000,0.993522,0.6345,1730000,1592,2222,2286
chr1,1730000,1,0.6589,1740000,1772,2324,2537
chr1,1740000,0.99535,0.613,1750000,1304,1810,1864
chr1,1750000,1,0.6183,1760000,1470,2036,1824
chr1,1760000,0.961985,0.7319,1770000,2253,2890,3471
chr1,1770000,1,0.6279,1780000,1464,2142,2139
chr1,1780000,0.990497,0.6548,1790000,1660,2179,2523
chr1,1790000,0.982017,0.6204,1800000,1381,1925,2028
chr1,1800000,0.996127,0.69,1810000,2116,2587,2808
chr1,1810000,1,0.6095,1820000,1285,1922,1858
chr1,1820000,1,0.6153,1830000,1350,2064,1901
chr1,1830000,0.9851,0.6272,1840000,1512,2123,2191
chr1,1840000,1,0.623,1850000,1527,2115,2329
chr1,1850000,1,0.6264,1860000,1600,2136,2269
chr1,1860000,0.975892,0.6248,1870000,1316,1892,2114
chr1,1870000,1,0.6013,1880000,1357,1947,1854
chr1,1880000,1,0.6592,1890000,1747,2365,2566
chr1,1890000,1,0.6009,1900000,1284,1910,1882
chr1,1900000,1,0.614,1910000,1367,1945,1895
chr1,1910000,0.989858,0.6321,1920000,1530,2044,2228
chr1,1920000,0.681182,0.6214,1930000,922,1260,1299
chr1,1930000,0.997105,0.6551,1940000,5962,7330,4838
chr1,1940000,0.956826,0.6383,1950000,1462,1776,2216
chr1,1950000,0.958832,0.6618,1960000,1600,2116,2373
chr1,1960000,1,0.6159,1970000,1464,2001,2016
chr1,1970000,1,0.6274,1980000,1512,2133,2124
chr1,1980000,0.788,0.5889,1990000,1057,1496,1536
chr1,1990000,0.74543,0.5987,2000000,1061,1361,1710
chr1,2000000,0.9977,0.652,2010000,1586,2034,2555
chr1,2010000,1,0.608,2020000,1275,1793,1917
chr1,2020000,1,0.6086,2030000,1376,2021,1988
chr1,2030000,0.99035,0.6495,2040000,1655,2262,2302
chr1,2040000,1,0.6339,2050000,1493,2151,2307
chr1,2050000,1,0.6059,2060000,1244,1753,1829
chr1,2060000,0.94405,0.6459,2070000,1723,2220,2451
chr1,2070000,0.96306,0.6532,2080000,1691,2150,2409
chr1,2080000,0.97445,0.6706,2090000,1677,2163,2436
chr1,2090000,0.998133,0.6588,2100000,1636,2238,2506
chr1,2100000,0.706579,0.6444,2110000,947,1235,1342
chr1,2110000,0.693858,0.6426,2120000,794,1073,1130
chr1,2120000,0.508,0.6107,2130000,183,267,279
chr1,2130000,0.521858,0.6154,2140000,168,334,383
chr1,2140000,0.776471,0.5971,2150000,998,1515,1775
chr1,2150000,0.740418,0.6187,2160000,1039,1284,1661
chr1,2160000,0.995466,0.6783,2170000,1926,2387,2781
chr1,2170000,1,0.6096,2180000,1315,1888,2019
chr1,2180000,0.94385,0.6394,2190000,1574,2083,2351
chr1,2190000,0.745079,0.6489,2200000,1150,1544,1625
chr1,2200000,0.866432,0.6529,2210000,1405,1901,2128
chr1,2210000,0.9979,0.6754,2220000,1896,2468,2661
chr1,2220000,1,0.6263,2230000,1425,1984,2000
chr1,2230000,1,0.6098,2240000,981,1529,1393
chr1,2240000,0.9918,0.6009,2250000,1411,1900,1877
chr1,2250000,0.930953,0.6082,2260000,1216,1754,1713
chr1,2260000,1,0.6148,2270000,1322,1919,1865
chr1,2270000,0.995067,0.6693,2280000,1768,2481,2839
chr1,2280000,0.9989,0.5989,2290000,1230,1904,1880
chr1,2290000,1,0.6466,2300000,1700,2139,2414
chr1,2300000,0.997983,0.594,2310000,1229,1641,1774
chr1,2310000,1,0.6455,2320000,1604,2179,2218
chr1,2320000,0.679444,0.615,2330000,1052,1354,1578
chr1,2330000,0.849691,0.6143,2340000,1221,1773,1828
chr1,2340000,0.991767,0.6371,2350000,1677,2197,2344
chr1,2350000,0.979242,0.6082,2360000,1280,1902,1822
chr1,2360000,0.9934,0.627,2370000,1457,1976,1983
chr1,2370000,0.9985,0.6636,2380000,1749,2301,2540
chr1,2380000,0.972175,0.6461,2390000,1559,1947,2279
chr1,2390000,0.97725,0.6837,2400000,1721,2305,2332
chr1,2400000,0.992633,0.6718,2410000,1808,2441,2679
chr1,2410000,1,0.6227,2420000,1337,1913,1927
chr1,2420000,0.990011,0.6272,2430000,1398,1952,1919
chr1,2430000,0.99885,0.6408,2440000,1725,2452,2359
chr1,2440000,1,0.6312,2450000,1505,2075,2066
chr1,2450000,1,0.6143,2460000,1306,2022,1911
chr1,2460000,1,0.6132,2470000,1361,1959,1927
chr1,2470000,1,0.6254,2480000,1411,2059,2009
chr1,2480000,0.995467,0.6212,2490000,1469,2147,2108
chr1,2490000,1,0.6226,2500000,1492,2138,2164
chr1,2500000,0.9951,0.6503,2510000,1610,2101,2261
chr1,2510000,0.97495,0.644,2520000,1658,2185,2121
chr1,2520000,0.93505,0.6422,2530000,1395,2001,1973
chr1,2530000,1,0.6099,2540000,1375,2000,1960
chr1,2540000,0.959581,0.6778,2550000,1983,2535,2699
chr1,2550000,0.991775,0.6816,2560000,2030,2605,2990
chr1,2560000,0.9839,0.6153,2570000,1460,2095,2011
chr1,2570000,0.97484,0.6163,2580000,1319,1778,1822
chr1,2580000,0.999007,0.5909,2590000,1148,1715,1747
chr1,2590000,1,0.6144,2600000,1395,2070,1927
chr1,2600000,1,0.621,2610000,1455,2079,1906
chr1,2610000,1,0.6649,2620000,1573,2183,2155
chr1,2620000,0.993133,0.6352,2630000,1482,2091,2147
chr1,2630000,0.964391,0.6347,2640000,1990,2412,2869
chr1,2640000,1,0.5979,2650000,1243,1720,1821
chr1,2650000,1,0.6334,2660000,1552,2021,2182
chr1,2660000,1,0.6406,2670000,1358,1930,1943
chr1,2670000,1,0.6056,2680000,1408,2038,2021
chr1,2680000,0.982735,0.6837,2690000,1934,2493,2866
chr1,2690000,0.9061,0.6129,2700000,1070,1596,1603
chr1,2700000,1,0.5996,2710000,1303,1843,1734
chr1,2710000,0.99765,0.6456,2720000,1705,2229,2540
chr1,2720000,0.999133,0.6021,2730000,1316,1963,1925
chr1,2730000,0.95799,0.6216,2740000,1314,1881,1932
chr1,2740000,1,0.6232,2750000,1246,1778,1821
chr1,2750000,1,0.5975,2760000,1179,1792,1629
chr1,2760000,0.978303,0.6471,2770000,1562,2172,2416
chr1,2770000,1,0.6089,2780000,1474,2058,2125
chr1,2780000,1,0.6395,2790000,1726,2188,2319
chr1,2790000,0.96875,0.6194,2800000,1420,1960,2148
chr1,2800000,1,0.6346,2810000,1699,2242,2359
chr1,2810000,0.9838,0.6232,2820000,1314,1916,1890
chr1,2820000,0.744418,0.5778,2830000,760,987,1359
chr1,2830000,0.852542,0.5719,2840000,1131,1564,1619
chr1,2840000,0.49555,0.5222,2850000,607,717,900
chr1,2850000,0.946434,0.6704,2860000,1655,2169,2549
chr1,2860000,0.977098,0.6595,2870000,1453,1973,2153
chr1,2870000,0.9857,0.6342,2880000,1546,1990,2192
chr1,2880000,1,0.5937,2890000,1017,1516,1440
chr1,2890000,0.98755,0.6604,2900000,1797,2268,2597
chr1,2900000,0.9411,0.6062,2910000,1187,1681,1719
chr1,2910000,0.99745,0.6083,2920000,1548,2267,2320
chr1,2920000,0.99565,0.6199,2930000,2224,3360,3315
chr1,2930000,0.998333,0.643,2940000,1735,2272,2324
chr1,2940000,1,0.6228,2950000,1355,1929,1902
chr1,2950000,0.953763,0.6401,2960000,1570,2155,2206
chr1,2960000,1,0.6316,2970000,1633,2486,2321
chr1,2970000,1,0.6272,2980000,1524,2232,2116
chr1,2980000,1,0.6262,2990000,1619,2286,2350
chr1,2990000,0.9974,0.5774,3000000,1281,1863,1699
chr1,3000000,0.844098,0.6092,3010000,1095,1569,1593
chr1,3010000,0.924002,0.6354,3020000,1669,2099,2339
chr1,3020000,0.983453,0.6423,3030000,1635,2299,2250
chr1,3030000,1,0.6069,3040000,1448,1961,1934
chr1,3040000,0.85185,0.6084,3050000,923,1291,1428
chr1,3050000,0.836146,0.6629,3060000,1198,1463,1881
chr1,3060000,1,0.6353,3070000,1544,2115,2235
chr1,3070000,1,0.6207,3080000,1405,2100,1944
chr1,3080000,0.853717,0.6525,3090000,1470,1943,2129
chr1,3090000,0.989894,0.6611,3100000,1734,2424,2603
chr1,3100000,0.92619,0.6439,3110000,1270,1680,1915
chr1,3110000,0.974493,0.6931,3120000,2052,2591,3062
chr1,3120000,0.999398,0.6051,3130000,1414,2007,1994
chr1,3130000,1,0.6401,3140000,1763,2249,2533
chr1,3140000,1,0.6464,3150000,1468,2066,2261
chr1,3150000,0.980321,0.6324,3160000,1623,1974,2369
chr1,3160000,0.99415,0.6351,3170000,1621,2224,2267
chr1,3170000,0.665377,0.5801,3180000,673,840,1078
chr1,3180000,0.9991,0.6664,3190000,1746,2384,2551
chr1,3190000,1,0.6295,3200000,1625,2176,2347
chr1,3200000,0.98623,0.6572,3210000,1750,2367,2447
chr1,3210000,0.768533,0.5886,3220000,741,1050,1010
chr1,3220000,0.950071,0.6574,3230000,1779,2113,2450
chr1,3230000,0.98825,0.64,3240000,1552,2072,2318
chr1,3240000,0.974045,0.6471,3250000,1664,2177,2371
chr1,3250000,0.97405,0.5926,3260000,1246,1986,1787
chr1,3260000,0.892448,0.674,3270000,1736,2159,2454
chr1,3270000,0.95765,0.6189,3280000,1477,2094,2002
chr1,3280000,0.790432,0.5912,3290000,776,1117,1114
chr1,3290000,1,0.6273,3300000,1501,2007,2093
chr1,3300000,0.998667,0.6814,3310000,2078,2598,2934
chr1,3310000,0.9911,0.6369,3320000,2066,2451,2593
chr1,3320000,0.604142,0.6487,3330000,668,769,956
chr1,3330000,0.449408,0.6492,3340000,143,204,281
chr1,3340000,0.535608,0.606,3350000,409,591,582
chr1,3350000,0.9993,0.6095,3360000,1167,1573,1638
chr1,3360000,1,0.6197,3370000,1235,1842,1900
chr1,3370000,0.9741,0.6852,3380000,1959,2422,2954
chr1,3380000,0.99925,0.6513,3390000,1729,2210,2398
chr1,3390000,0.94895,0.6131,3400000,1182,1649,1778
chr1,3400000,0.988318,0.5945,3410000,1174,1686,1701
chr1,3410000,0.990437,0.67,3420000,1961,2558,2906
chr1,3420000,0.9917,0.6838,3430000,2028,2620,3053
chr1,3430000,0.9967,0.6326,3440000,1613,2220,2291
chr1,3440000,1,0.6285,3450000,1509,2208,2068
chr1,3450000,0.99895,0.6526,3460000,1726,2318,2613
chr1,3460000,0.997533,0.6477,3470000,1578,2036,2432
chr1,3470000,0.837522,0.6381,3480000,1379,1932,2089
chr1,3480000,0.535909,0.558,3490000,415,524,776
chr1,3490000,0.992103,0.6395,3500000,1729,2365,2610
chr1,3500000,1,0.608,3510000,1319,1830,1762
chr1,3510000,1,0.6416,3520000,1695,2347,2176
chr1,3520000,0.986783,0.6627,3530000,1827,2515,2794
chr1,3530000,1,0.6365,3540000,1437,2116,2248
chr1,3540000,1,0.6135,3550000,1341,1984,1960
chr1,3550000,1,0.642,3560000,1623,2318,2289
chr1,3560000,0.9998,0.6237,3570000,1597,2126,2270
chr1,3570000,0.989767,0.6534,3580000,1711,2174,2548
chr1,3580000,0.999933,0.6249,3590000,1471,2190,2132
chr1,3590000,1,0.5984,3600000,1262,1724,1667
chr1,3600000,1,0.6409,3610000,1564,2050,2073
chr1,3610000,1,0.6419,3620000,1540,2228,2094
chr1,3620000,0.992504,0.6901,3630000,1930,2501,2830
chr1,3630000,1,0.6243,3640000,1481,2245,2271
chr1,3640000,0.674017,0.5499,3650000,862,1097,1323
chr1,3650000,0.654347,0.5193,3660000,693,673,987
chr1,3660000,1,0.607,3670000,1412,1490,1979
chr1,3670000,0.985962,0.6409,3680000,1631,1706,2269
chr1,3680000,0.986967,0.6244,3690000,1518,1657,2181
chr1,3690000,1,0.6192,3700000,1452,1601,1998
chr1,3700000,1,0.6363,3710000,1369,1445,2025
chr1,3710000,0.892031,0.676,3720000,1520,1496,2403
chr1,3720000,0.63702,0.6167,3730000,929,963,1402
chr1,3730000,1,0.6602,3740000,1832,1764,2730
chr1,3740000,0.648608,0.5988,3750000,787,863,1193
chr1,3750000,0.539291,0.5829,3760000,645,688,953
chr1,3760000,0.968459,0.6089,3770000,1271,1430,1721
chr1,3770000,1,0.6215,3780000,1425,1539,1950
chr1,3780000,1,0.6133,3790000,1414,1575,2147
chr1,3790000,0.868383,0.6699,3800000,1452,1341,2281
chr1,3800000,1,0.65,3810000,1610,1757,2348
chr1,3810000,1,0.6229,3820000,1355,1404,1973
chr1,3820000,1,0.6257,3830000,1470,1561,1993
chr1,3830000,0.9968,0.6737,3840000,1909,1873,2806
chr1,3840000,0.955458,0.6365,3850000,1528,1475,2290
chr1,3850000,0.819697,0.6149,3860000,1063,1005,1565
chr1,3860000,0.973667,0.6898,3870000,1880,1853,2815
chr1,3870000,0.944042,0.6695,3880000,1624,1473,2552
chr1,3880000,1,0.6199,3890000,1484,1584,2114
chr1,3890000,1,0.6193,3900000,1523,1505,2076
chr1,3900000,0.969684,0.6332,3910000,1568,1677,2222
chr1,3910000,0.99955,0.6293,3920000,1520,1601,2231
chr1,3920000,0.99065,0.6558,3930000,1737,1702,2453
chr1,3930000,0.882975,0.6115,3940000,1130,1232,1692
chr1,3940000,0.972663,0.659,3950000,1834,1740,2617
chr1,3950000,0.99715,0.6116,3960000,1341,1496,1975
chr1,3960000,1,0.6103,3970000,1439,1592,1946
chr1,3970000,0.863214,0.6527,3980000,1502,1459,2094
chr1,3980000,0.786932,0.5722,3990000,961,922,1441
chr1,3990000,0.734694,0.5983,4000000,962,991,1415
chr1,4000000,0.84849,0.6578,4010000,1353,1345,2125
chr1,4010000,0.99735,0.6031,4020000,1380,1522,1934
chr1,4020000,0.99735,0.6132,4030000,1350,1697,1891
chr1,4030000,0.988304,0.662,4040000,1773,1849,2766
chr1,4040000,0.977138,0.6453,4050000,1697,1715,2740
chr1,4050000,1,0.6093,4060000,1437,1603,2005
chr1,4060000,1,0.6107,4070000,1403,1538,2005
chr1,4070000,1,0.648,4080000,1632,1722,2356
chr1,4080000,0.956444,0.6679,4090000,1718,1613,2497
chr1,4090000,0.9961,0.6228,4100000,1477,1671,2011
chr1,4100000,1,0.6102,4110000,1285,1552,1968
chr1,4110000,0.96716,0.6406,4120000,1512,1457,2145
chr1,4120000,0.944075,0.66,4130000,1772,1687,2509
chr1,4130000,0.94727,0.6888,4140000,1982,1736,2958
chr1,4140000,1,0.6453,4150000,1634,1676,2302
chr1,4150000,0.868938,0.6612,4160000,1506,1467,2231
chr1,4160000,0.910733,0.6116,4170000,1216,1303,2011
chr1,4170000,1,0.6274,4180000,1661,1660,2319
chr1,4180000,1,0.5874,4190000,1262,1337,1653
chr1,4190000,0.9959,0.6296,4200000,1380,1414,1971
chr1,4200000,0.9959,0.6189,4210000,1574,1676,2240
chr1,4210000,0.977327,0.6508,4220000,1367,1224,2099
chr1,4220000,0.9946,0.6097,4230000,1309,1454,1694
chr1,4230000,1,0.6016,4240000,1224,1408,1838
chr1,4240000,0.819927,0.6053,4250000,1043,1082,1608
chr1,4250000,1,0.5863,4260000,1224,1423,1700
chr1,4260000,0.943405,0.6301,4270000,1465,1485,2247
chr1,4270000,0.9983,0.6163,4280000,1398,1581,1874
chr1,4280000,0.931117,0.6801,4290000,1688,1700,2588
chr1,4290000,1,0.6045,4300000,1354,1595,1932
chr1,4300000,0.617232,0.6614,4310000,981,955,1615
chr1,4310000,0.313804,0.6375,4320000,272,293,540
chr1,4320000,0.956229,0.6259,4330000,1337,1363,1924
chr1,4330000,0.987073,0.648,4340000,1597,1683,2157
chr1,4340000,0.989972,0.6169,4350000,1312,1424,1907
chr1,4350000,0.9984,0.6624,4360000,1789,1735,2448
chr1,4360000,0.98935,0.6741,4370000,1915,1814,2749
chr1,4370000,0.99975,0.6349,4380000,1647,1687,2302
chr1,4380000,1,0.6294,4390000,1595,1578,2221
chr1,4390000,1,0.6403,4400000,1576,1674,2331
chr1,4400000,0.969285,0.6275,4410000,1592,1604,2329
chr1,4410000,1,0.6188,4420000,1469,1631,2121
chr1,4420000,0.989801,0.653,4430000,1678,1733,2537
chr1,4430000,0.97961,0.6329,4440000,1352,1314,2063
chr1,4440000,0.965972,0.6637,4450000,1738,1574,2618
chr1,4450000,1,0.6403,4460000,1537,1570,2067
chr1,4460000,0.970525,0.6784,4470000,1970,1860,2922
chr1,4470000,0.9771,0.5856,4480000,1119,1202,1783
chr1,4480000,0.907332,0.614,4490000,1211,1216,1656
chr1,4490000,0.993,0.6579,4500000,1858,1843,2531
chr1,4500000,0.99475,0.634,4510000,1649,1646,2429
chr1,4510000,0.911747,0.6293,4520000,1171,1283,1737
chr1,4520000,0.98845,0.5881,4530000,1183,1368,1728
chr1,4530000,1,0.6143,4540000,1650,1577,2245
chr1,4540000,1,0.6192,4550000,1490,1544,2104
chr1,4550000,1,0.6059,4560000,1367,1535,2049
chr1,4560000,0.814472,0.6096,4570000,987,1113,1450
chr1,4570000,0.170538,0.6112,4580000,137,98,248
chr1,4580000,0.618421,0.6166,4590000,881,875,1254
chr1,4590000,1,0.5944,4600000,1188,1191,1753
chr1,4600000,0.991139,0.6732,4610000,1921,1893,2842
chr1,4610000,0.995904,0.6383,4620000,1483,1584,2235
chr1,4620000,0.984565,0.6413,4630000,1384,1406,2062
chr1,4630000,0.955325,0.6692,4640000,1758,1790,2454
chr1,4640000,0.925915,0.6617,4650000,1472,1449,2289
chr1,4650000,0.656623,0.5497,4660000,567,519,1078
chr1,4660000,0.938127,0.6294,4670000,1167,1153,1719
chr1,4670000,1,0.6185,4680000,1383,1558,1958
chr1,4680000,1,0.6336,4690000,1554,1670,2213
chr1,4690000,0.781375,0.6288,4700000,1240,1307,1808
chr1,4700000,0.874757,0.6267,4710000,1280,1286,1863
chr1,4710000,0.99495,0.6825,4720000,1969,1847,2930
chr1,4720000,1,0.6401,4730000,1668,1795,2424
chr1,4730000,1,0.622,4740000,1551,1630,2189
chr1,4740000,0.9991,0.6817,4750000,1925,1863,2845
